轮数,方向,预测值,算法开始时间,是否下单,下单价格,档位,下单量,下单耗时(从预测到下单),r1,r2,std,freq,qty_scalar,经过时间,剩余时间,目标速度,实际速度,剩余量,是否为最后一轮
1,BUY,0.033319,21:07:23.337691328,no,-,-,-,-,0.909091,1.100000,0.541230,2,1,334,3266,2.500000,0.000000,9000,no
2,BUY,-0.235739,21:07:23.337691328,no,-,-,-,-,0.826446,1.210000,0.541230,2,1,339,3261,2.500000,0.000000,9000,no
3,BUY,-0.087637,21:07:23.337691328,no,-,-,-,-,0.751315,1.331000,0.541230,2,1,343,3257,2.500000,0.000000,9000,no
4,BUY,-0.087133,21:07:23.337691328,no,-,-,-,-,0.683013,1.464100,0.541230,2,1,348,3252,2.500000,0.000000,9000,no
5,BUY,0.207679,21:07:23.337691328,no,-,-,-,-,0.620921,1.610510,0.541230,2,1,353,3247,2.500000,0.000000,9000,no
6,BUY,-0.170513,21:07:23.337691328,no,-,-,-,-,0.564474,1.771561,0.541230,2,1,359,3241,2.500000,0.000000,9000,no
7,BUY,-0.069665,21:07:23.337691328,no,-,-,-,-,0.513158,1.948717,0.541230,2,1,362,3238,2.500000,0.000000,9000,no
8,BUY,0.255798,21:07:23.337691328,yes,15.910000,ask1,200,00:00:00.000047009,0.466507,2.143589,0.541230,2,1,368,3232,2.500000,0.543400,8800,no
9,BUY,-0.005682,21:07:23.337691328,no,-,-,-,-,0.424098,2.357948,0.541230,2,1,372,3228,2.500000,0.537600,8800,no
10,BUY,-0.069747,21:07:23.337691328,no,-,-,-,-,0.385543,2.593742,0.541230,2,1,376,3224,2.500000,0.531900,8800,no
11,BUY,-0.324745,21:07:23.337691328,no,-,-,-,-,0.350494,2.853117,0.541230,2,1,382,3218,2.500000,0.523500,8800,no
12,BUY,-0.173129,21:07:23.337691328,no,-,-,-,-,0.318631,3.138428,0.541230,2,1,386,3214,2.500000,0.518100,8800,no
13,BUY,-0.039709,21:07:23.337691328,no,-,-,-,-,0.289664,3.452271,0.541230,2,1,393,3207,2.500000,0.508900,8800,no
14,BUY,0.092881,21:07:23.337691328,no,-,-,-,-,0.263331,3.797498,0.541230,2,1,398,3202,2.500000,0.502500,8800,no
15,BUY,0.003405,21:07:23.337691328,no,-,-,-,-,0.239392,4.177248,0.541230,2,1,402,3198,2.500000,0.497500,8800,no
16,BUY,0.039095,21:07:23.337691328,no,-,-,-,-,0.217629,4.594973,0.541230,2,1,408,3192,2.500000,0.490100,8800,no
17,BUY,0.269635,21:07:23.337691328,yes,15.920000,ask1,500,00:00:00.000070175,0.197845,5.054470,0.541230,2,1,411,3189,2.500000,1.703100,8300,no
18,BUY,0.006693,21:07:23.337691328,no,-,-,-,-,0.179859,5.559917,0.541230,2,1,414,3186,2.500000,1.690800,8300,no
19,BUY,-0.098469,21:07:23.337691328,no,-,-,-,-,0.163508,6.115909,0.541230,2,1,419,3181,2.500000,1.670600,8300,no
20,BUY,0.216629,21:07:23.337691328,yes,15.920000,ask1,600,00:00:00.000037730,0.148644,6.727500,0.541230,2,1,425,3175,2.500000,3.058800,7700,no
21,BUY,-0.197099,21:07:23.337691328,no,-,-,-,-,0.148644,6.727500,0.541230,2,1,428,3172,2.500000,3.037300,7700,no
22,BUY,-0.073211,21:07:23.337691328,no,-,-,-,-,0.148644,6.727500,0.541230,2,1,433,3167,2.500000,3.002300,7700,no
23,BUY,-0.563785,21:07:23.337691328,no,-,-,-,-,0.148644,6.727500,0.541230,2,1,439,3161,2.500000,2.961200,7700,no
24,BUY,-0.264193,21:07:23.337691328,no,-,-,-,-,0.148644,6.727500,0.541230,2,1,443,3157,2.500000,2.934500,7700,no
25,BUY,-0.004558,21:07:23.337691328,no,-,-,-,-,0.148644,6.727500,0.541230,2,1,448,3152,2.500000,2.901700,7700,no
26,BUY,-0.259742,21:07:23.337691328,no,-,-,-,-,0.148644,6.727500,0.541230,2,1,452,3148,2.500000,2.876100,7700,no
27,BUY,0.159063,21:07:23.337691328,yes,15.910000,ask1,600,00:00:00.000037900,0.148644,6.727500,0.541230,2,1,458,3142,2.500000,2.838400,7700,no
28,BUY,0.206905,21:07:23.337691328,yes,15.910000,ask1,600,00:00:00.000037822,0.148644,6.727500,0.541230,2,1,463,3137,2.500000,4.103600,7100,no
29,BUY,0.255912,21:07:23.337691328,yes,15.910000,ask1,600,00:00:00.000039997,0.163508,6.115909,0.541230,2,1,466,3134,2.500000,5.364800,6500,no
30,BUY,0.107144,21:07:23.337691328,yes,15.910000,ask1,500,00:00:00.000038221,0.179859,5.559917,0.541230,2,1,471,3129,2.500000,7.643300,5400,no
31,BUY,0.236862,21:07:23.337691328,yes,15.910000,ask1,500,00:00:00.000036743,0.197845,5.054470,0.541230,2,1,475,3125,2.500000,7.578900,5400,no
32,BUY,0.131997,21:07:23.337691328,yes,15.910000,ask1,400,00:00:00.000036363,0.217629,4.594973,0.541230,2,1,480,3120,2.500000,8.541600,4900,no
33,BUY,-0.129094,21:07:23.337691328,no,-,-,-,-,0.239392,4.177248,0.541230,2,1,485,3115,2.500000,9.278300,4500,no
34,BUY,0.146864,21:07:23.337691328,yes,15.910000,ask1,300,00:00:00.000040018,0.263331,3.797498,0.541230,2,1,489,3111,2.500000,9.815900,4200,no
35,BUY,0.049815,21:07:23.337691328,no,-,-,-,-,0.289664,3.452271,0.541230,2,1,495,3105,2.500000,9.696900,4200,no
36,BUY,0.223569,21:07:23.337691328,yes,15.910000,ask1,300,00:00:00.000037185,0.318631,3.138428,0.541230,2,1,501,3099,2.500000,10.179600,3900,no
37,BUY,0.182734,21:07:23.337691328,no,-,-,-,-,0.350494,2.853117,0.541230,2,1,505,3095,2.500000,10.099000,3900,no
