轮数,方向,预测值,算法开始时间,是否下单,下单价格,档位,下单量,下单耗时(从预测到下单),r1,r2,std,freq,qty_scalar,经过时间,剩余时间,目标速度,实际速度,剩余量,是否为最后一轮
1,BUY,-0.018449,21:07:23.341601460,no,-,-,-,-,0.909091,1.100000,0.591678,2,1,331,3269,2.500000,0.000000,9000,no
2,BUY,-0.188101,21:07:23.341601460,no,-,-,-,-,0.826446,1.210000,0.591678,2,1,336,3264,2.500000,0.000000,9000,no
3,BUY,-0.011110,21:07:23.341601460,no,-,-,-,-,0.751315,1.331000,0.591678,2,1,340,3260,2.500000,0.000000,9000,no
4,BUY,0.556256,21:07:23.341601460,yes,27.010000,ask1,100,00:00:00.000036021,0.683013,1.464100,0.591678,2,1,345,3255,2.500000,0.289800,8900,no
5,BUY,0.640933,21:07:23.341601460,yes,27.010000,ask1,100,00:00:00.000035690,0.620921,1.610510,0.591678,2,1,350,3250,2.500000,0.571400,8800,no
6,BUY,0.508099,21:07:23.341601460,yes,27.010000,ask1,100,00:00:00.000037731,0.564474,1.771561,0.591678,2,1,356,3244,2.500000,0.842600,8700,no
7,BUY,0.096592,21:07:23.341601460,no,-,-,-,-,0.513158,1.948717,0.591678,2,1,360,3240,2.500000,0.833300,8700,no
8,BUY,0.436615,21:07:23.341601460,yes,27.010000,ask1,200,00:00:00.000035612,0.466507,2.143589,0.591678,2,1,364,3236,2.500000,1.373600,8500,no
9,BUY,0.253125,21:07:23.341601460,yes,27.010000,ask1,200,00:00:00.000035994,0.424098,2.357948,0.591678,2,1,369,3231,2.500000,1.355000,8500,no
10,BUY,0.604711,21:07:23.341601460,yes,27.010000,ask1,200,00:00:00.000040358,0.385543,2.593742,0.591678,2,1,373,3227,2.500000,2.412800,8100,no
11,BUY,0.347397,21:07:23.341601460,yes,27.010000,ask1,200,00:00:00.000034418,0.350494,2.853117,0.591678,2,1,378,3222,2.500000,2.910000,7900,no
12,BUY,0.587496,21:07:23.341601460,yes,27.010000,ask1,200,00:00:00.000036953,0.350494,2.853117,0.591678,2,1,382,3218,2.500000,3.403100,7700,no
13,BUY,0.748007,21:07:23.341601460,yes,27.010000,ask1,200,00:00:00.000036555,0.350494,2.853117,0.591678,2,1,389,3211,2.500000,3.341900,7700,no
14,BUY,0.557756,21:07:23.341601460,yes,27.010000,ask1,200,00:00:00.000036191,0.350494,2.853117,0.591678,2,1,395,3205,2.500000,4.303700,7300,no
15,BUY,0.557189,21:07:23.341601460,yes,27.010000,ask1,200,00:00:00.000036106,0.350494,2.853117,0.591678,2,1,399,3201,2.500000,4.761900,7100,no
16,BUY,0.023591,21:07:23.341601460,no,-,-,-,-,0.350494,2.853117,0.591678,2,1,405,3195,2.500000,4.691300,7100,no
17,BUY,0.162553,21:07:23.341601460,no,-,-,-,-,0.350494,2.853117,0.591678,2,1,409,3191,2.500000,4.645400,7100,no
18,BUY,0.503338,21:07:23.341601460,yes,27.010000,ask1,200,00:00:00.000035680,0.350494,2.853117,0.591678,2,1,412,3188,2.500000,4.611600,7100,no
19,BUY,0.974088,21:07:23.341601460,yes,27.010000,ask1,200,00:00:00.000038412,0.385543,2.593742,0.591678,2,1,416,3184,2.500000,5.528800,6700,no
