轮数,方向,预测值,算法开始时间,是否下单,下单价格,档位,下单量,下单耗时(从预测到下单),r1,r2,std,freq,qty_scalar,经过时间,剩余时间,目标速度,实际速度,剩余量,是否为最后一轮
1,SELL,-0.183144,21:07:23.352159812,no,-,-,-,-,0.909091,1.100000,0.572155,2,1,333,3267,7.500000,0.000000,27000,no
2,SELL,0.120587,21:07:23.352159812,no,-,-,-,-,0.826446,1.210000,0.572155,2,1,337,3263,7.500000,0.000000,27000,no
3,SELL,-0.010886,21:07:23.352159812,no,-,-,-,-,0.751315,1.331000,0.572155,2,1,342,3258,7.500000,0.000000,27000,no
4,SELL,-0.297387,21:07:23.352159812,no,-,-,-,-,0.683013,1.464100,0.572155,2,1,348,3252,7.500000,0.000000,27000,no
5,SELL,0.019645,21:07:23.352159812,no,-,-,-,-,0.620921,1.610510,0.572155,2,1,352,3248,7.500000,0.000000,27000,no
6,SELL,0.221186,21:07:23.352159812,no,-,-,-,-,0.564474,1.771561,0.572155,2,1,358,3242,7.500000,0.000000,27000,no
7,SELL,0.416375,21:07:23.352159812,no,-,-,-,-,0.513158,1.948717,0.572155,2,1,361,3239,7.500000,0.000000,27000,no
8,SELL,0.312749,21:07:23.352159812,no,-,-,-,-,0.466507,2.143589,0.572155,2,1,365,3235,7.500000,0.000000,27000,no
9,SELL,0.198518,21:07:23.352159812,no,-,-,-,-,0.424098,2.357948,0.572155,2,1,371,3229,7.500000,0.000000,27000,no
10,SELL,0.370241,21:07:23.352159812,no,-,-,-,-,0.385543,2.593742,0.572155,2,1,380,3220,7.500000,0.000000,27000,no
11,SELL,-0.091147,21:07:23.352159812,no,-,-,-,-,0.350494,2.853117,0.572155,2,1,385,3215,7.500000,0.000000,27000,no
12,SELL,0.202327,21:07:23.352159812,no,-,-,-,-,0.318631,3.138428,0.572155,2,1,392,3208,7.500000,0.000000,27000,no
13,SELL,-0.093043,21:07:23.352159812,no,-,-,-,-,0.289664,3.452271,0.572155,2,1,397,3203,7.500000,0.000000,27000,no
14,SELL,-0.063533,21:07:23.352159812,no,-,-,-,-,0.263331,3.797498,0.572155,2,1,401,3199,7.500000,0.000000,27000,no
15,SELL,-0.070869,21:07:23.352159812,no,-,-,-,-,0.239392,4.177248,0.572155,2,1,406,3194,7.500000,0.000000,27000,no
16,SELL,0.005649,21:07:23.352159812,no,-,-,-,-,0.217629,4.594973,0.572155,2,1,410,3190,7.500000,0.000000,27000,no
17,SELL,-0.111787,21:07:23.352159812,no,-,-,-,-,0.197845,5.054470,0.572155,2,1,413,3187,7.500000,0.000000,27000,no
18,SELL,0.340494,21:07:23.352159812,no,-,-,-,-,0.179859,5.559917,0.572155,2,1,418,3182,7.500000,0.000000,27000,no
