轮数,方向,预测值,算法开始时间,是否下单,下单价格,档位,下单量,下单耗时(从预测到下单),r1,r2,std,freq,qty_scalar,经过时间,剩余时间,目标速度,实际速度,剩余量,是否为最后一轮
1,BUY,0.617869,21:07:23.338874221,yes,17.680000,ask1,100,00:00:00.000044779,0.909091,1.100000,0.580864,2,1,334,3266,1.250000,0.299400,4400,no
2,BUY,0.487619,21:07:23.338874221,yes,17.680000,ask1,100,00:00:00.000035548,0.826446,1.210000,0.580864,2,1,338,3262,1.250000,0.591700,4300,no
3,BUY,0.694310,21:07:23.338874221,yes,17.680000,ask1,100,00:00:00.000035581,0.751315,1.331000,0.580864,2,1,343,3257,1.250000,0.874600,4200,no
4,BUY,0.809692,21:07:23.338874221,yes,17.680000,ask1,100,00:00:00.000035271,0.683013,1.464100,0.580864,2,1,348,3252,1.250000,1.149400,4100,no
5,BUY,0.610156,21:07:23.338874221,yes,17.680000,ask1,100,00:00:00.000038012,0.620921,1.610510,0.580864,2,1,353,3247,1.250000,1.133100,4100,no
6,BUY,0.376982,21:07:23.338874221,yes,17.680000,ask1,100,00:00:00.000034177,0.620921,1.610510,0.580864,2,1,359,3241,1.250000,1.671300,3900,no
7,BUY,0.773799,21:07:23.338874221,yes,17.680000,ask1,100,00:00:00.000042631,0.620921,1.610510,0.580864,2,1,362,3238,1.250000,1.657400,3900,no
8,BUY,0.622934,21:07:23.338874221,yes,17.680000,ask1,100,00:00:00.000035202,0.620921,1.610510,0.580864,2,1,367,3233,1.250000,1.907300,3800,no
9,BUY,0.805605,21:07:23.338874221,yes,17.680000,ask1,100,00:00:00.000045455,0.620921,1.610510,0.580864,2,1,371,3229,1.250000,2.425800,3600,no
10,BUY,0.768631,21:07:23.338874221,yes,17.680000,ask1,100,00:00:00.000041197,0.620921,1.610510,0.580864,2,1,376,3224,1.250000,2.393600,3600,no
11,BUY,0.939206,21:07:23.338874221,yes,17.680000,ask1,100,00:00:00.000036891,0.683013,1.464100,0.580864,2,1,381,3219,1.250000,2.624600,3500,no
12,BUY,0.887886,21:07:23.338874221,yes,17.680000,ask1,100,00:00:00.000036238,0.751315,1.331000,0.580864,2,1,386,3214,1.250000,2.849700,3400,no
13,BUY,0.809451,21:07:23.338874221,yes,17.680000,ask1,100,00:00:00.000036262,0.826446,1.210000,0.580864,2,1,392,3208,1.250000,3.061200,3300,no
14,BUY,0.684548,21:07:23.338874221,yes,17.680000,ask1,100,00:00:00.000053642,0.909091,1.100000,0.580864,2,1,397,3203,1.250000,3.526400,3100,no
15,BUY,0.466556,21:07:23.338874221,no,-,-,-,-,1.000000,1.000000,0.580864,2,1,402,3198,1.250000,3.482500,3100,no
16,BUY,0.670234,21:07:23.338874221,no,-,-,-,-,1.100000,0.909091,0.580864,2,1,408,3192,1.250000,3.431300,3100,no
17,BUY,0.845484,21:07:23.338874221,no,-,-,-,-,1.210000,0.826446,0.580864,2,1,411,3189,1.250000,3.406300,3100,no
18,BUY,0.537174,21:07:23.338874221,no,-,-,-,-,1.331000,0.751315,0.580864,2,1,414,3186,1.250000,3.381600,3100,no
19,BUY,0.746939,21:07:23.338874221,no,-,-,-,-,1.464100,0.683013,0.580864,2,1,419,3181,1.250000,3.341200,3100,no
20,BUY,0.594374,21:07:23.338874221,no,-,-,-,-,1.610510,0.620921,0.580864,2,1,424,3176,1.250000,3.301800,3100,no
21,BUY,0.544742,21:07:23.338874221,no,-,-,-,-,1.771561,0.564474,0.580864,2,1,428,3172,1.250000,3.271000,3100,no
22,BUY,0.399716,21:07:23.338874221,no,-,-,-,-,1.948717,0.513158,0.580864,2,1,433,3167,1.250000,3.233200,3100,no
23,BUY,0.287252,21:07:23.338874221,no,-,-,-,-,2.143589,0.466507,0.580864,2,1,438,3162,1.250000,3.196300,3100,no
24,BUY,0.146425,21:07:23.338874221,no,-,-,-,-,2.357948,0.424098,0.580864,2,1,443,3157,1.250000,3.160200,3100,no
25,BUY,0.079557,21:07:23.338874221,no,-,-,-,-,2.593742,0.385543,0.580864,2,1,447,3153,1.250000,3.131900,3100,no
26,BUY,0.013512,21:07:23.338874221,no,-,-,-,-,2.853117,0.350494,0.580864,2,1,451,3149,1.250000,3.104200,3100,no
27,BUY,-0.018308,21:07:23.338874221,no,-,-,-,-,3.138428,0.318631,0.580864,2,1,458,3142,1.250000,3.056700,3100,no
28,BUY,0.228738,21:07:23.338874221,no,-,-,-,-,3.452271,0.289664,0.580864,2,1,463,3137,1.250000,3.023700,3100,no
29,BUY,0.372003,21:07:23.338874221,no,-,-,-,-,3.797498,0.263331,0.580864,2,1,466,3134,1.250000,3.004200,3100,no
30,BUY,0.360192,21:07:23.338874221,no,-,-,-,-,4.177248,0.239392,0.580864,2,1,471,3129,1.250000,2.972300,3100,no
31,BUY,0.449357,21:07:23.338874221,no,-,-,-,-,4.594973,0.217629,0.580864,2,1,475,3125,1.250000,2.947300,3100,no
32,BUY,0.588632,21:07:23.338874221,no,-,-,-,-,5.054470,0.197845,0.580864,2,1,480,3120,1.250000,2.916600,3100,no
