轮数,方向,预测值,算法开始时间,是否下单,下单价格,档位,下单量,下单耗时(从预测到下单),r1,r2,std,freq,qty_scalar,经过时间,剩余时间,目标速度,实际速度,剩余量,是否为最后一轮
1,BUY,0.685096,21:07:23.340971590,no,-,-,-,-,0.909091,1.100000,0.869263,2,1,332,3268,8.750000,0.000000,31500,no
2,BUY,0.474052,21:07:23.340971590,no,-,-,-,-,0.826446,1.210000,0.869263,2,1,337,3263,8.750000,0.000000,31500,no
3,BUY,0.622655,21:07:23.340971590,no,-,-,-,-,0.751315,1.331000,0.869263,2,1,341,3259,8.750000,0.000000,31500,no
4,BUY,0.575223,21:07:23.340971590,no,-,-,-,-,0.683013,1.464100,0.869263,2,1,347,3253,8.750000,0.000000,31500,no
5,BUY,0.803448,21:07:23.340971590,yes,28.340000,ask1,100,00:00:00.000036476,0.620921,1.610510,0.869263,2,1,352,3248,8.750000,0.284000,31400,no
6,BUY,1.024990,21:07:23.340971590,yes,28.320000,ask1,100,00:00:00.000037001,0.564474,1.771561,0.869263,2,1,357,3243,8.750000,0.560200,31300,no
7,BUY,0.695420,21:07:23.340971590,yes,28.340000,ask1,100,00:00:00.000036681,0.513158,1.948717,0.869263,2,1,361,3239,8.750000,0.554000,31300,no
8,BUY,0.645687,21:07:23.340971590,yes,28.320000,ask1,200,00:00:00.000047559,0.466507,2.143589,0.869263,2,1,365,3235,8.750000,1.369800,31000,no
9,BUY,0.756072,21:07:23.340971590,yes,28.320000,ask1,200,00:00:00.000043718,0.424098,2.357948,0.869263,2,1,369,3231,8.750000,1.897000,30800,no
10,BUY,1.096726,21:07:23.340971590,yes,28.320000,ask1,200,00:00:00.000037708,0.385543,2.593742,0.869263,2,1,374,3226,8.750000,2.406400,30600,no
11,BUY,1.130853,21:07:23.340971590,yes,28.310000,ask1,200,00:00:00.000035614,0.350494,2.853117,0.869263,2,1,380,3220,8.750000,2.368400,30600,no
12,BUY,0.863149,21:07:23.340971590,yes,28.320000,ask1,300,00:00:00.000035745,0.318631,3.138428,0.869263,2,1,384,3216,8.750000,3.645800,30100,no
13,BUY,0.484859,21:07:23.340971590,yes,28.320000,ask1,300,00:00:00.000037247,0.289664,3.452271,0.869263,2,1,390,3210,8.750000,4.358900,29800,no
14,BUY,1.470264,21:07:23.340971590,yes,28.340000,ask1,300,00:00:00.000035210,0.263331,3.797498,0.869263,2,1,396,3204,8.750000,5.050500,29500,no
15,BUY,1.872018,21:07:23.340971590,yes,28.340000,ask1,400,00:00:00.000035679,0.239392,4.177248,0.869263,2,1,400,3200,8.750000,6.000000,29100,no
16,BUY,1.463978,21:07:23.340971590,yes,28.340000,ask1,400,00:00:00.000036090,0.217629,4.594973,0.869263,2,1,406,3194,8.750000,6.896500,28700,no
17,BUY,1.368675,21:07:23.340971590,yes,28.380000,ask1,500,00:00:00.000035649,0.197845,5.054470,0.869263,2,1,410,3190,8.750000,8.048700,28200,no
18,BUY,1.048343,21:07:23.340971590,yes,28.380000,ask1,500,00:00:00.000035543,0.179859,5.559917,0.869263,2,1,413,3187,8.750000,9.200900,27700,no
19,BUY,0.229735,21:07:23.340971590,yes,28.380000,ask1,500,00:00:00.000034546,0.179859,5.559917,0.869263,2,1,417,3183,8.750000,9.112700,27700,no
20,BUY,0.886898,21:07:23.340971590,yes,28.370000,ask1,500,00:00:00.000037220,0.179859,5.559917,0.869263,2,1,422,3178,8.750000,10.189500,27200,no
21,BUY,0.410437,21:07:23.340971590,yes,28.380000,ask1,500,00:00:00.000036326,0.179859,5.559917,0.869263,2,1,426,3174,8.750000,12.441300,26200,no
22,BUY,1.012418,21:07:23.340971590,yes,28.370000,ask1,500,00:00:00.000034320,0.179859,5.559917,0.869263,2,1,431,3169,8.750000,12.296900,26200,no
23,BUY,1.216169,21:07:23.340971590,yes,28.390000,ask1,500,00:00:00.000036525,0.179859,5.559917,0.869263,2,1,437,3163,8.750000,14.416400,25200,no
24,BUY,1.423497,21:07:23.340971590,yes,28.390000,ask1,500,00:00:00.000034939,0.179859,5.559917,0.869263,2,1,441,3159,8.750000,14.285700,25200,no
25,BUY,1.201335,21:07:23.340971590,yes,28.390000,ask1,500,00:00:00.000036386,0.179859,5.559917,0.869263,2,1,445,3155,8.750000,15.280800,24700,no
26,BUY,1.022781,21:07:23.340971590,yes,28.390000,ask1,500,00:00:00.000039757,0.179859,5.559917,0.869263,2,1,450,3150,8.750000,16.222200,24200,no
27,BUY,0.856842,21:07:23.340971590,yes,28.380000,ask1,500,00:00:00.000036394,0.179859,5.559917,0.869263,2,1,455,3145,8.750000,17.142800,23700,no
28,BUY,0.292813,21:07:23.340971590,yes,28.390000,ask1,500,00:00:00.000036354,0.197845,5.054470,0.869263,2,1,461,3139,8.750000,18.004300,23200,no
29,BUY,0.063424,21:07:23.340971590,no,-,-,-,-,0.217629,4.594973,0.869263,2,1,465,3135,8.750000,18.924700,22700,no
