轮数,方向,预测值,算法开始时间,是否下单,下单价格,档位,下单量,下单耗时(从预测到下单),r1,r2,std,freq,qty_scalar,经过时间,剩余时间,目标速度,实际速度,剩余量,是否为最后一轮
1,BUY,0.481114,21:07:23.340578019,no,-,-,-,-,0.909091,1.100000,0.634015,2,1,331,3269,1.250000,0.000000,4500,no
2,BUY,0.691914,21:07:23.340578019,yes,17.810000,ask1,100,00:00:00.000036731,0.826446,1.210000,0.634015,2,1,336,3264,1.250000,0.297600,4400,no
3,BUY,0.634599,21:07:23.340578019,yes,17.810000,ask1,100,00:00:00.000042774,0.751315,1.331000,0.634015,2,1,340,3260,1.250000,0.588200,4300,no
4,BUY,0.244142,21:07:23.340578019,no,-,-,-,-,0.683013,1.464100,0.634015,2,1,345,3255,1.250000,0.579700,4300,no
5,BUY,0.188475,21:07:23.340578019,no,-,-,-,-,0.620921,1.610510,0.634015,2,1,350,3250,1.250000,0.571400,4300,no
6,BUY,0.449687,21:07:23.340578019,yes,17.800000,ask1,100,00:00:00.000037535,0.564474,1.771561,0.634015,2,1,356,3244,1.250000,0.561700,4300,no
7,BUY,0.336998,21:07:23.340578019,yes,17.800000,ask1,100,00:00:00.000038349,0.513158,1.948717,0.634015,2,1,360,3240,1.250000,0.833300,4200,no
8,BUY,1.136197,21:07:23.340578019,yes,17.790000,ask1,200,00:00:00.000035649,0.466507,2.143589,0.634015,2,1,364,3236,1.250000,1.648300,3900,no
9,BUY,0.677170,21:07:23.340578019,yes,17.800000,ask1,200,00:00:00.000037346,0.466507,2.143589,0.634015,2,1,368,3232,1.250000,2.173900,3700,no
10,BUY,1.592603,21:07:23.340578019,yes,17.800000,ask1,200,00:00:00.000038189,0.466507,2.143589,0.634015,2,1,373,3227,1.250000,2.680900,3500,no
11,BUY,1.847993,21:07:23.340578019,yes,17.800000,ask1,100,00:00:00.000037217,0.513158,1.948717,0.634015,2,1,378,3222,1.250000,2.910000,3400,no
12,BUY,1.450735,21:07:23.340578019,yes,17.800000,ask1,100,00:00:00.000037178,0.564474,1.771561,0.634015,2,1,382,3218,1.250000,3.141300,3300,no
13,BUY,1.949606,21:07:23.340578019,yes,17.790000,ask1,100,00:00:00.000038202,0.620921,1.610510,0.634015,2,1,389,3211,1.250000,3.084800,3300,no
14,BUY,1.565504,21:07:23.340578019,yes,17.790000,ask1,100,00:00:00.000037244,0.683013,1.464100,0.634015,2,1,395,3205,1.250000,3.544300,3100,no
15,BUY,1.953456,21:07:23.340578019,yes,17.810000,ask1,100,00:00:00.000043261,0.751315,1.331000,0.634015,2,1,399,3201,1.250000,3.759300,3000,no
16,BUY,0.459046,21:07:23.340578019,no,-,-,-,-,0.826446,1.210000,0.634015,2,1,405,3195,1.250000,3.703700,3000,no
17,BUY,1.157980,21:07:23.340578019,yes,17.840000,ask1,100,00:00:00.000036603,0.909091,1.100000,0.634015,2,1,409,3191,1.250000,3.911900,2900,no
18,BUY,0.872716,21:07:23.340578019,yes,17.850000,ask1,100,00:00:00.000038418,1.000000,1.000000,0.634015,2,1,412,3188,1.250000,3.883400,2900,no
19,BUY,0.866074,21:07:23.340578019,no,-,-,-,-,1.100000,0.909091,0.634015,2,1,416,3184,1.250000,4.086500,2800,no
20,BUY,1.130636,21:07:23.340578019,no,-,-,-,-,1.210000,0.826446,0.634015,2,1,421,3179,1.250000,4.038000,2800,no
21,BUY,0.679051,21:07:23.340578019,no,-,-,-,-,1.331000,0.751315,0.634015,2,1,426,3174,1.250000,3.990600,2800,no
22,BUY,1.350072,21:07:23.340578019,no,-,-,-,-,1.464100,0.683013,0.634015,2,1,430,3170,1.250000,3.953400,2800,no
23,BUY,0.772221,21:07:23.340578019,no,-,-,-,-,1.610510,0.620921,0.634015,2,1,435,3165,1.250000,3.908000,2800,no
24,BUY,0.459597,21:07:23.340578019,no,-,-,-,-,1.771561,0.564474,0.634015,2,1,439,3161,1.250000,3.872400,2800,no
25,BUY,0.678478,21:07:23.340578019,no,-,-,-,-,1.948717,0.513158,0.634015,2,1,444,3156,1.250000,3.828800,2800,no
26,BUY,1.434179,21:07:23.340578019,no,-,-,-,-,2.143589,0.466507,0.634015,2,1,449,3151,1.250000,3.786100,2800,no
27,BUY,0.897984,21:07:23.340578019,no,-,-,-,-,2.357948,0.424098,0.634015,2,1,455,3145,1.250000,3.736200,2800,no
28,BUY,0.974545,21:07:23.340578019,no,-,-,-,-,2.593742,0.385543,0.634015,2,1,459,3141,1.250000,3.703700,2800,no
29,BUY,1.034379,21:07:23.340578019,no,-,-,-,-,2.853117,0.350494,0.634015,2,1,464,3136,1.250000,3.663700,2800,no
30,BUY,1.379938,21:07:23.340578019,no,-,-,-,-,3.138428,0.318631,0.634015,2,1,468,3132,1.250000,3.632400,2800,no
31,BUY,1.678670,21:07:23.340578019,no,-,-,-,-,3.452271,0.289664,0.634015,2,1,472,3128,1.250000,3.601600,2800,no
32,BUY,1.824609,21:07:23.340578019,no,-,-,-,-,3.797498,0.263331,0.634015,2,1,477,3123,1.250000,3.563900,2800,no
33,BUY,1.715966,21:07:23.340578019,no,-,-,-,-,4.177248,0.239392,0.634015,2,1,481,3119,1.250000,3.534300,2800,no
34,BUY,0.939519,21:07:23.340578019,no,-,-,-,-,4.594973,0.217629,0.634015,2,1,487,3113,1.250000,3.490700,2800,no
35,BUY,1.108824,21:07:23.340578019,no,-,-,-,-,5.054470,0.197845,0.634015,2,1,491,3109,1.250000,3.462300,2800,no
36,BUY,0.843503,21:07:23.340578019,no,-,-,-,-,5.559917,0.179859,0.634015,2,1,496,3104,1.250000,3.427400,2800,no
37,BUY,1.524511,21:07:23.340578019,no,-,-,-,-,6.115909,0.163508,0.634015,2,1,502,3098,1.250000,3.386400,2800,no
38,BUY,1.402474,21:07:23.340578019,no,-,-,-,-,6.727500,0.148644,0.634015,2,1,507,3093,1.250000,3.353000,2800,no
39,BUY,2.247197,21:07:23.340578019,no,-,-,-,-,7.400250,0.135131,0.634015,2,1,511,3089,1.250000,3.326800,2800,no
40,BUY,3.042541,21:07:23.340578019,no,-,-,-,-,8.140275,0.122846,0.634015,2,1,515,3085,1.250000,3.300900,2800,no
