轮数,方向,预测值,算法开始时间,是否下单,下单价格,档位,下单量,下单耗时(从预测到下单),r1,r2,std,freq,qty_scalar,经过时间,剩余时间,目标速度,实际速度,剩余量,是否为最后一轮
1,BUY,0.548797,21:07:23.357214337,no,-,-,-,-,0.909091,1.100000,0.666582,2,1,332,3268,2.500000,0.000000,9000,no
2,BUY,0.183452,21:07:23.357214337,no,-,-,-,-,0.826446,1.210000,0.666582,2,1,335,3265,2.500000,0.000000,9000,no
3,BUY,0.626938,21:07:23.357214337,yes,51.320000,ask1,100,00:00:00.000035664,0.751315,1.331000,0.666582,2,1,339,3261,2.500000,0.294900,8900,no
4,BUY,0.740191,21:07:23.357214337,yes,51.320000,ask1,100,00:00:00.000037151,0.683013,1.464100,0.666582,2,1,343,3257,2.500000,0.583000,8800,no
5,BUY,0.408946,21:07:23.357214337,no,-,-,-,-,0.620921,1.610510,0.666582,2,1,347,3253,2.500000,0.576300,8800,no
6,BUY,0.768478,21:07:23.357214337,yes,51.300000,ask1,100,00:00:00.000037452,0.564474,1.771561,0.666582,2,1,350,3250,2.500000,0.857100,8700,no
7,BUY,0.306902,21:07:23.357214337,no,-,-,-,-,0.513158,1.948717,0.666582,2,1,355,3245,2.500000,0.845000,8700,no
8,BUY,0.395345,21:07:23.357214337,yes,51.320000,ask1,200,00:00:00.000038237,0.466507,2.143589,0.666582,2,1,359,3241,2.500000,1.392700,8500,no
9,BUY,0.032500,21:07:23.357214337,no,-,-,-,-,0.424098,2.357948,0.666582,2,1,362,3238,2.500000,1.381200,8500,no
10,BUY,0.788182,21:07:23.357214337,yes,51.309900,ask1,200,00:00:00.000041495,0.385543,2.593742,0.666582,2,1,366,3234,2.500000,1.912500,8300,no
11,BUY,1.119101,21:07:23.357214337,yes,51.339900,ask1,200,00:00:00.000044386,0.350494,2.853117,0.666582,2,1,369,3231,2.500000,2.439000,8100,no
12,BUY,0.718451,21:07:23.357214337,yes,51.379900,ask1,300,00:00:00.000035721,0.318631,3.138428,0.666582,2,1,372,3228,2.500000,3.225800,7800,no
13,BUY,0.451756,21:07:23.357214337,yes,51.370000,ask1,300,00:00:00.000043680,0.318631,3.138428,0.666582,2,1,376,3224,2.500000,3.989300,7500,no
