轮数,方向,预测值,算法开始时间,是否下单,下单价格,档位,下单量,下单耗时(从预测到下单),r1,r2,std,freq,qty_scalar,经过时间,剩余时间,目标速度,实际速度,剩余量,是否为最后一轮
1,BUY,0.081983,21:07:23.340363523,no,-,-,-,-,0.909091,1.100000,0.787971,2,1,332,3268,27.500000,0.000000,99000,no
2,BUY,0.189807,21:07:23.340363523,no,-,-,-,-,0.826446,1.210000,0.787971,2,1,337,3263,27.500000,0.000000,99000,no
3,BUY,0.282680,21:07:23.340363523,no,-,-,-,-,0.751315,1.331000,0.787971,2,1,342,3258,27.500000,0.000000,99000,no
4,BUY,0.179507,21:07:23.340363523,no,-,-,-,-,0.683013,1.464100,0.787971,2,1,347,3253,27.500000,0.000000,99000,no
5,BUY,0.157581,21:07:23.340363523,no,-,-,-,-,0.620921,1.610510,0.787971,2,1,352,3248,27.500000,0.000000,99000,no
6,BUY,0.312528,21:07:23.340363523,no,-,-,-,-,0.564474,1.771561,0.787971,2,1,358,3242,27.500000,0.000000,99000,no
7,BUY,-0.170798,21:07:23.340363523,no,-,-,-,-,0.513158,1.948717,0.787971,2,1,361,3239,27.500000,0.000000,99000,no
8,BUY,-0.057557,21:07:23.340363523,no,-,-,-,-,0.466507,2.143589,0.787971,2,1,365,3235,27.500000,0.000000,99000,no
9,BUY,-0.268963,21:07:23.340363523,no,-,-,-,-,0.424098,2.357948,0.787971,2,1,370,3230,27.500000,0.000000,99000,no
10,BUY,-0.224399,21:07:23.340363523,no,-,-,-,-,0.385543,2.593742,0.787971,2,1,375,3225,27.500000,0.000000,99000,no
11,BUY,0.036482,21:07:23.340363523,no,-,-,-,-,0.350494,2.853117,0.787971,2,1,380,3220,27.500000,0.000000,99000,no
12,BUY,0.105401,21:07:23.340363523,no,-,-,-,-,0.318631,3.138428,0.787971,2,1,385,3215,27.500000,0.000000,99000,no
13,BUY,0.733183,21:07:23.340363523,yes,20.860000,ask1,300,00:00:00.000038808,0.289664,3.452271,0.787971,2,1,391,3209,27.500000,0.767200,98700,no
14,BUY,0.613756,21:07:23.340363523,yes,20.860000,ask1,300,00:00:00.000038063,0.263331,3.797498,0.787971,2,1,397,3203,27.500000,1.511300,98400,no
15,BUY,0.529419,21:07:23.340363523,yes,20.860000,ask1,400,00:00:00.000036253,0.239392,4.177248,0.787971,2,1,401,3199,27.500000,1.496200,98400,no
16,BUY,0.495157,21:07:23.340363523,yes,20.870000,ask1,400,00:00:00.000040639,0.217629,4.594973,0.787971,2,1,406,3194,27.500000,2.463000,98000,no
17,BUY,0.373788,21:07:23.340363523,yes,20.860000,ask1,500,00:00:00.000035510,0.197845,5.054470,0.787971,2,1,410,3190,27.500000,4.634100,97100,no
18,BUY,0.305562,21:07:23.340363523,yes,20.870000,ask1,500,00:00:00.000036894,0.179859,5.559917,0.787971,2,1,413,3187,27.500000,4.600400,97100,no
19,BUY,0.206951,21:07:23.340363523,yes,20.860000,ask1,600,00:00:00.000037722,0.163508,6.115909,0.787971,2,1,418,3182,27.500000,5.741600,96600,no
20,BUY,0.453656,21:07:23.340363523,yes,20.870000,ask1,600,00:00:00.000038059,0.148644,6.727500,0.787971,2,1,422,3178,27.500000,8.530800,95400,no
21,BUY,0.226453,21:07:23.340363523,yes,20.870000,ask1,700,00:00:00.000038163,0.135131,7.400250,0.787971,2,1,427,3173,27.500000,10.070200,94700,no
22,BUY,0.163217,21:07:23.340363523,yes,20.870000,ask1,800,00:00:00.000039515,0.122846,8.140275,0.787971,2,1,432,3168,27.500000,9.953700,94700,no
23,BUY,-0.219351,21:07:23.340363523,no,-,-,-,-,0.111678,8.954302,0.787971,2,1,438,3162,27.500000,11.643800,93900,no
24,BUY,-0.385321,21:07:23.340363523,no,-,-,-,-,0.101526,9.849733,0.787971,2,1,443,3157,27.500000,11.512400,93900,no
25,BUY,-0.086267,21:07:23.340363523,no,-,-,-,-,0.100000,10.000000,0.787971,2,1,446,3154,27.500000,11.434900,93900,no
26,BUY,-0.020645,21:07:23.340363523,no,-,-,-,-,0.100000,10.000000,0.787971,2,1,450,3150,27.500000,11.333300,93900,no
27,BUY,0.355926,21:07:23.340363523,yes,20.870000,ask1,1000,00:00:00.000037205,0.100000,10.000000,0.787971,2,1,457,3143,27.500000,13.347900,92900,no
28,BUY,0.108783,21:07:23.340363523,yes,20.870000,ask1,1000,00:00:00.000036832,0.100000,10.000000,0.787971,2,1,461,3139,27.500000,15.401300,91900,no
29,BUY,0.025245,21:07:23.340363523,no,-,-,-,-,0.100000,10.000000,0.787971,2,1,465,3135,27.500000,15.268800,91900,no
30,BUY,0.159854,21:07:23.340363523,yes,20.860000,ask1,1000,00:00:00.000036696,0.100000,10.000000,0.787971,2,1,469,3131,27.500000,17.270700,90900,no
31,BUY,0.000242,21:07:23.340363523,no,-,-,-,-,0.100000,10.000000,0.787971,2,1,474,3126,27.500000,17.088600,90900,no
32,BUY,0.206097,21:07:23.340363523,yes,20.870000,ask1,1000,00:00:00.000036502,0.100000,10.000000,0.787971,2,1,479,3121,27.500000,18.997900,89900,no
33,BUY,-0.159844,21:07:23.340363523,no,-,-,-,-,0.100000,10.000000,0.787971,2,1,485,3115,27.500000,18.762800,89900,no
34,BUY,-0.352855,21:07:23.340363523,no,-,-,-,-,0.100000,10.000000,0.787971,2,1,488,3112,27.500000,18.647500,89900,no
35,BUY,-0.340970,21:07:23.340363523,no,-,-,-,-,0.100000,10.000000,0.787971,2,1,493,3107,27.500000,18.458400,89900,no
36,BUY,0.207778,21:07:23.340363523,yes,20.890000,ask1,1000,00:00:00.000036822,0.100000,10.000000,0.787971,2,1,499,3101,27.500000,18.236400,89900,no
37,BUY,0.323289,21:07:23.340363523,yes,20.870000,ask1,1000,00:00:00.000035705,0.100000,10.000000,0.787971,2,1,503,3097,27.500000,22.067500,87900,no
38,BUY,0.469460,21:07:23.340363523,yes,20.870000,ask1,1000,00:00:00.000036929,0.100000,10.000000,0.787971,2,1,508,3092,27.500000,23.818800,86900,no
39,BUY,0.508649,21:07:23.340363523,yes,20.880000,ask1,1000,00:00:00.000037258,0.100000,10.000000,0.787971,2,1,512,3088,27.500000,23.632800,86900,no
40,BUY,0.603459,21:07:23.340363523,yes,20.890000,ask1,1000,00:00:00.000034790,0.100000,10.000000,0.787971,2,1,517,3083,27.500000,25.338400,85900,no
