轮数,方向,预测值,算法开始时间,是否下单,下单价格,档位,下单量,下单耗时(从预测到下单),r1,r2,std,freq,qty_scalar,经过时间,剩余时间,目标速度,实际速度,剩余量,是否为最后一轮
1,SELL,-0.034703,21:07:23.335891170,no,-,-,-,-,0.909091,1.100000,0.633553,2,1,332,3268,6.250000,0.000000,22500,no
2,SELL,-0.048863,21:07:23.335891170,no,-,-,-,-,0.826446,1.210000,0.633553,2,1,336,3264,6.250000,0.000000,22500,no
3,SELL,-0.164693,21:07:23.335891170,no,-,-,-,-,0.751315,1.331000,0.633553,2,1,339,3261,6.250000,0.000000,22500,no
4,SELL,0.024661,21:07:23.335891170,no,-,-,-,-,0.683013,1.464100,0.633553,2,1,343,3257,6.250000,0.000000,22500,no
5,SELL,-0.036236,21:07:23.335891170,no,-,-,-,-,0.620921,1.610510,0.633553,2,1,347,3253,6.250000,0.000000,22500,no
6,SELL,-0.133109,21:07:23.335891170,no,-,-,-,-,0.564474,1.771561,0.633553,2,1,351,3249,6.250000,0.000000,22500,no
7,SELL,-0.107297,21:07:23.335891170,no,-,-,-,-,0.513158,1.948717,0.633553,2,1,356,3244,6.250000,0.000000,22500,no
8,SELL,-0.228785,21:07:23.335891170,no,-,-,-,-,0.466507,2.143589,0.633553,2,1,360,3240,6.250000,0.000000,22500,no
9,SELL,-0.117218,21:07:23.335891170,no,-,-,-,-,0.424098,2.357948,0.633553,2,1,363,3237,6.250000,0.000000,22500,no
10,SELL,-0.232107,21:07:23.335891170,no,-,-,-,-,0.385543,2.593742,0.633553,2,1,367,3233,6.250000,0.000000,22500,no
11,SELL,0.290456,21:07:23.335891170,no,-,-,-,-,0.350494,2.853117,0.633553,2,1,370,3230,6.250000,0.000000,22500,no
12,SELL,0.241576,21:07:23.335891170,no,-,-,-,-,0.318631,3.138428,0.633553,2,1,373,3227,6.250000,0.000000,22500,no
13,SELL,0.139970,21:07:23.335891170,no,-,-,-,-,0.289664,3.452271,0.633553,2,1,377,3223,6.250000,0.000000,22500,no
14,SELL,0.166782,21:07:23.335891170,no,-,-,-,-,0.263331,3.797498,0.633553,2,1,381,3219,6.250000,0.000000,22500,no
15,SELL,-0.351832,21:07:23.335891170,no,-,-,-,-,0.239392,4.177248,0.633553,2,1,383,3217,6.250000,0.000000,22500,no
16,SELL,-0.287108,21:07:23.335891170,no,-,-,-,-,0.217629,4.594973,0.633553,2,1,388,3212,6.250000,0.000000,22500,no
17,SELL,0.071213,21:07:23.335891170,no,-,-,-,-,0.197845,5.054470,0.633553,2,1,392,3208,6.250000,0.000000,22500,no
18,SELL,0.163062,21:07:23.335891170,no,-,-,-,-,0.179859,5.559917,0.633553,2,1,397,3203,6.250000,0.000000,22500,no
19,SELL,0.287997,21:07:23.335891170,no,-,-,-,-,0.163508,6.115909,0.633553,2,1,399,3201,6.250000,0.000000,22500,no
20,SELL,-0.127386,21:07:23.335891170,no,-,-,-,-,0.148644,6.727500,0.633553,2,1,402,3198,6.250000,0.000000,22500,no
21,SELL,1.512623,21:07:23.335891170,no,-,-,-,-,0.135131,7.400250,0.633553,2,1,407,3193,6.250000,0.000000,22500,no
22,SELL,0.582853,21:07:23.335891170,no,-,-,-,-,0.122846,8.140275,0.633553,2,1,410,3190,6.250000,0.000000,22500,no
23,SELL,0.453727,21:07:23.335891170,no,-,-,-,-,0.111678,8.954302,0.633553,2,1,412,3188,6.250000,0.000000,22500,no
24,SELL,0.690226,21:07:23.335891170,no,-,-,-,-,0.101526,9.849733,0.633553,2,1,417,3183,6.250000,0.000000,22500,no
25,SELL,-0.760376,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,422,3178,6.250000,0.000000,22500,no
26,SELL,-0.822845,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,427,3173,6.250000,0.000000,22500,no
27,SELL,-0.720487,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,432,3168,6.250000,0.000000,22500,no
28,SELL,-0.779791,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,438,3162,6.250000,0.000000,22500,no
29,SELL,-0.219486,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,442,3158,6.250000,0.000000,22500,no
30,SELL,-0.204685,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,445,3155,6.250000,0.000000,22500,no
31,SELL,-0.144363,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,448,3152,6.250000,0.000000,22500,no
32,SELL,-0.512585,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,452,3148,6.250000,0.000000,22500,no
33,SELL,0.021099,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,457,3143,6.250000,0.000000,22500,no
34,SELL,-0.024675,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,461,3139,6.250000,0.000000,22500,no
35,SELL,0.297572,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,464,3136,6.250000,0.000000,22500,no
36,SELL,0.593479,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,467,3133,6.250000,0.000000,22500,no
37,SELL,0.112762,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,471,3129,6.250000,0.000000,22500,no
38,SELL,-0.676144,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,475,3125,6.250000,0.000000,22500,no
39,SELL,-0.581000,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,480,3120,6.250000,0.000000,22500,no
40,SELL,-0.617138,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,483,3117,6.250000,0.000000,22500,no
41,SELL,-0.986815,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,487,3113,6.250000,0.000000,22500,no
42,SELL,0.344602,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,490,3110,6.250000,0.000000,22500,no
43,SELL,0.777553,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,495,3105,6.250000,0.000000,22500,no
44,SELL,0.493335,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,501,3099,6.250000,0.000000,22500,no
45,SELL,-0.680720,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,505,3095,6.250000,0.000000,22500,no
46,SELL,-0.503675,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,509,3091,6.250000,0.000000,22500,no
47,SELL,0.127890,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,514,3086,6.250000,0.000000,22500,no
48,SELL,0.029499,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,518,3082,6.250000,0.000000,22500,no
49,SELL,-0.352576,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,522,3078,6.250000,0.000000,22500,no
50,SELL,-0.824707,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,528,3072,6.250000,0.000000,22500,no
51,SELL,-0.770474,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,530,3070,6.250000,0.000000,22500,no
52,SELL,-1.034510,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,535,3065,6.250000,0.000000,22500,no
53,SELL,-1.002873,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,539,3061,6.250000,0.000000,22500,no
54,SELL,-1.213055,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,546,3054,6.250000,0.000000,22500,no
55,SELL,-0.805963,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,554,3046,6.250000,0.000000,22500,no
56,SELL,0.481392,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,557,3043,6.250000,0.000000,22500,no
57,SELL,-0.186086,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,563,3037,6.250000,0.000000,22500,no
58,SELL,-0.204085,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,568,3032,6.250000,0.000000,22500,no
59,SELL,-0.208233,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,571,3029,6.250000,0.000000,22500,no
60,SELL,0.084939,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,576,3024,6.250000,0.000000,22500,no
61,SELL,0.022966,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,579,3021,6.250000,0.000000,22500,no
62,SELL,-0.307502,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,583,3017,6.250000,0.000000,22500,no
63,SELL,-0.215965,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,587,3013,6.250000,0.000000,22500,no
64,SELL,-0.406812,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,592,3008,6.250000,0.000000,22500,no
65,SELL,-0.658608,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,595,3005,6.250000,0.000000,22500,no
66,SELL,-0.185964,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,600,3000,6.250000,0.000000,22500,no
67,SELL,-0.411280,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,605,2995,6.250000,0.000000,22500,no
68,SELL,0.681053,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,608,2992,6.250000,0.000000,22500,no
69,SELL,0.412958,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,611,2989,6.250000,0.000000,22500,no
70,SELL,0.837703,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,615,2985,6.250000,0.000000,22500,no
71,SELL,1.025545,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,618,2982,6.250000,0.000000,22500,no
72,SELL,0.094043,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,621,2979,6.250000,0.000000,22500,no
73,SELL,-0.806417,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,625,2975,6.250000,0.000000,22500,no
74,SELL,0.103769,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,630,2970,6.250000,0.000000,22500,no
75,SELL,0.275713,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,634,2966,6.250000,0.000000,22500,no
76,SELL,0.125691,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,637,2963,6.250000,0.000000,22500,no
77,SELL,-0.295633,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,642,2958,6.250000,0.000000,22500,no
78,SELL,-0.178102,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,645,2955,6.250000,0.000000,22500,no
79,SELL,0.042222,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,648,2952,6.250000,0.000000,22500,no
80,SELL,0.052822,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,652,2948,6.250000,0.000000,22500,no
81,SELL,0.090203,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,655,2945,6.250000,0.000000,22500,no
82,SELL,-0.478796,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,659,2941,6.250000,0.000000,22500,no
83,SELL,0.221981,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,663,2937,6.250000,0.000000,22500,no
84,SELL,0.158750,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,668,2932,6.250000,0.000000,22500,no
85,SELL,0.411500,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,670,2930,6.250000,0.000000,22500,no
86,SELL,0.704134,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,673,2927,6.250000,0.000000,22500,no
87,SELL,0.518283,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,677,2923,6.250000,0.000000,22500,no
88,SELL,0.401545,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,680,2920,6.250000,0.000000,22500,no
89,SELL,0.510824,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,684,2916,6.250000,0.000000,22500,no
90,SELL,0.187709,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,687,2913,6.250000,0.000000,22500,no
91,SELL,0.291549,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,690,2910,6.250000,0.000000,22500,no
92,SELL,0.340331,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,694,2906,6.250000,0.000000,22500,no
93,SELL,0.474151,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,697,2903,6.250000,0.000000,22500,no
94,SELL,0.265789,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,702,2898,6.250000,0.000000,22500,no
95,SELL,-0.793681,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,705,2895,6.250000,0.000000,22500,no
96,SELL,-1.212551,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,707,2893,6.250000,0.000000,22500,no
97,SELL,-0.022249,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,711,2889,6.250000,0.000000,22500,no
98,SELL,-0.075258,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,714,2886,6.250000,0.000000,22500,no
99,SELL,0.719147,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,716,2884,6.250000,0.000000,22500,no
100,SELL,1.186494,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,719,2881,6.250000,0.000000,22500,no
101,SELL,0.933437,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,723,2877,6.250000,0.000000,22500,no
102,SELL,1.602491,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,726,2874,6.250000,0.000000,22500,no
103,SELL,0.983935,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,730,2870,6.250000,0.000000,22500,no
104,SELL,0.683627,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,734,2866,6.250000,0.000000,22500,no
105,SELL,0.424975,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,739,2861,6.250000,0.000000,22500,no
106,SELL,-0.478670,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,744,2856,6.250000,0.000000,22500,no
107,SELL,-0.514999,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,756,2844,6.250000,0.000000,22500,no
108,SELL,-0.303227,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,759,2841,6.250000,0.000000,22500,no
109,SELL,-0.151494,21:07:23.335891170,no,-,-,-,-,0.100000,10.000000,0.633553,2,1,764,2836,6.250000,0.000000,22500,no
