轮数,方向,预测值,算法开始时间,是否下单,下单价格,档位,下单量,下单耗时(从预测到下单),r1,r2,std,freq,qty_scalar,经过时间,剩余时间,目标速度,实际速度,剩余量,是否为最后一轮
1,BUY,0.013563,21:07:23.362205443,no,-,-,-,-,0.909091,1.100000,0.671878,2,1,332,3268,7.500000,0.000000,27000,no
2,BUY,0.009640,21:07:23.362205443,no,-,-,-,-,0.826446,1.210000,0.671878,2,1,335,3265,7.500000,0.000000,27000,no
3,BUY,-0.487466,21:07:23.362205443,no,-,-,-,-,0.751315,1.331000,0.671878,2,1,338,3262,7.500000,0.000000,27000,no
4,BUY,0.155397,21:07:23.362205443,no,-,-,-,-,0.683013,1.464100,0.671878,2,1,343,3257,7.500000,0.000000,27000,no
5,BUY,0.661840,21:07:23.362205443,yes,7.350000,ask1,100,00:00:00.000035826,0.620921,1.610510,0.671878,2,1,347,3253,7.500000,0.288100,26900,no
6,BUY,0.118076,21:07:23.362205443,no,-,-,-,-,0.564474,1.771561,0.671878,2,1,350,3250,7.500000,0.285700,26900,no
7,BUY,-0.162221,21:07:23.362205443,no,-,-,-,-,0.513158,1.948717,0.671878,2,1,354,3246,7.500000,0.282400,26900,no
8,BUY,-0.006458,21:07:23.362205443,no,-,-,-,-,0.466507,2.143589,0.671878,2,1,359,3241,7.500000,0.278500,26900,no
9,BUY,0.026616,21:07:23.362205443,no,-,-,-,-,0.424098,2.357948,0.671878,2,1,362,3238,7.500000,0.276200,26900,no
10,BUY,0.274321,21:07:23.362205443,yes,7.350000,ask1,200,00:00:00.000036189,0.385543,2.593742,0.671878,2,1,366,3234,7.500000,0.819600,26700,no
11,BUY,0.542072,21:07:23.362205443,yes,7.350000,ask1,200,00:00:00.000037967,0.350494,2.853117,0.671878,2,1,369,3231,7.500000,1.355000,26500,no
12,BUY,0.229716,21:07:23.362205443,yes,7.350000,ask1,300,00:00:00.000035494,0.318631,3.138428,0.671878,2,1,372,3228,7.500000,2.150500,26200,no
13,BUY,0.297388,21:07:23.362205443,yes,7.350000,ask1,300,00:00:00.000044541,0.289664,3.452271,0.671878,2,1,376,3224,7.500000,2.925500,25900,no
14,BUY,0.098952,21:07:23.362205443,no,-,-,-,-,0.263331,3.797498,0.671878,2,1,380,3220,7.500000,2.894700,25900,no
15,BUY,-0.148300,21:07:23.362205443,no,-,-,-,-,0.239392,4.177248,0.671878,2,1,382,3218,7.500000,2.879500,25900,no
16,BUY,-0.004518,21:07:23.362205443,no,-,-,-,-,0.217629,4.594973,0.671878,2,1,386,3214,7.500000,2.849700,25900,no
17,BUY,0.094129,21:07:23.362205443,no,-,-,-,-,0.197845,5.054470,0.671878,2,1,392,3208,7.500000,2.806100,25900,no
18,BUY,-0.215812,21:07:23.362205443,no,-,-,-,-,0.179859,5.559917,0.671878,2,1,396,3204,7.500000,2.777700,25900,no
19,BUY,-0.219434,21:07:23.362205443,no,-,-,-,-,0.163508,6.115909,0.671878,2,1,398,3202,7.500000,2.763800,25900,no
20,BUY,-0.297638,21:07:23.362205443,no,-,-,-,-,0.148644,6.727500,0.671878,2,1,402,3198,7.500000,2.736300,25900,no
21,BUY,0.514994,21:07:23.362205443,yes,7.350000,ask1,700,00:00:00.000035964,0.135131,7.400250,0.671878,2,1,406,3194,7.500000,4.433400,25200,no
22,BUY,0.485873,21:07:23.362205443,yes,7.350000,ask1,800,00:00:00.000043736,0.122846,8.140275,0.671878,2,1,409,3191,7.500000,6.356900,24400,no
23,BUY,0.587285,21:07:23.362205443,yes,7.350000,ask1,800,00:00:00.000038484,0.111678,8.954302,0.671878,2,1,412,3188,7.500000,8.252400,23600,no
24,BUY,0.791345,21:07:23.362205443,yes,7.350000,ask1,800,00:00:00.000035246,0.111678,8.954302,0.671878,2,1,415,3185,7.500000,10.120400,22800,no
25,BUY,0.773558,21:07:23.362205443,yes,7.350000,ask1,800,00:00:00.000035153,0.111678,8.954302,0.671878,2,1,421,3179,7.500000,11.876400,22000,no
26,BUY,1.588600,21:07:23.362205443,yes,7.350000,ask1,800,00:00:00.000036144,0.111678,8.954302,0.671878,2,1,426,3174,7.500000,13.615000,21200,no
27,BUY,1.071184,21:07:23.362205443,yes,7.350000,ask1,800,00:00:00.000036193,0.111678,8.954302,0.671878,2,1,430,3170,7.500000,15.348800,20400,no
28,BUY,0.791326,21:07:23.362205443,yes,7.350000,ask1,800,00:00:00.000035933,0.122846,8.140275,0.671878,2,1,436,3164,7.500000,16.972400,19600,no
29,BUY,0.461670,21:07:23.362205443,yes,7.350000,ask1,700,00:00:00.000038731,0.135131,7.400250,0.671878,2,1,440,3160,7.500000,18.409000,18900,no
30,BUY,0.207837,21:07:23.362205443,yes,7.350000,ask1,600,00:00:00.000035129,0.148644,6.727500,0.671878,2,1,444,3156,7.500000,19.594500,18300,no
31,BUY,-0.000211,21:07:23.362205443,no,-,-,-,-,0.163508,6.115909,0.671878,2,1,447,3153,7.500000,19.463000,18300,no
32,BUY,-0.227964,21:07:23.362205443,no,-,-,-,-,0.179859,5.559917,0.671878,2,1,451,3149,7.500000,19.290400,18300,no
33,BUY,-0.151736,21:07:23.362205443,no,-,-,-,-,0.197845,5.054470,0.671878,2,1,456,3144,7.500000,19.078900,18300,no
34,BUY,-0.033281,21:07:23.362205443,no,-,-,-,-,0.217629,4.594973,0.671878,2,1,459,3141,7.500000,18.954200,18300,no
35,BUY,-0.244537,21:07:23.362205443,no,-,-,-,-,0.239392,4.177248,0.671878,2,1,464,3136,7.500000,18.750000,18300,no
36,BUY,-0.112451,21:07:23.362205443,no,-,-,-,-,0.263331,3.797498,0.671878,2,1,466,3134,7.500000,18.669500,18300,no
37,BUY,-0.055275,21:07:23.362205443,no,-,-,-,-,0.289664,3.452271,0.671878,2,1,470,3130,7.500000,18.510600,18300,no
38,BUY,-0.046445,21:07:23.362205443,no,-,-,-,-,0.318631,3.138428,0.671878,2,1,474,3126,7.500000,18.354400,18300,no
39,BUY,0.195311,21:07:23.362205443,no,-,-,-,-,0.350494,2.853117,0.671878,2,1,478,3122,7.500000,18.200800,18300,no
40,BUY,0.180920,21:07:23.362205443,no,-,-,-,-,0.385543,2.593742,0.671878,2,1,481,3119,7.500000,18.087300,18300,no
41,BUY,0.135158,21:07:23.362205443,no,-,-,-,-,0.424098,2.357948,0.671878,2,1,486,3114,7.500000,17.901200,18300,no
42,BUY,-0.077344,21:07:23.362205443,no,-,-,-,-,0.466507,2.143589,0.671878,2,1,489,3111,7.500000,17.791400,18300,no
43,BUY,0.035087,21:07:23.362205443,no,-,-,-,-,0.513158,1.948717,0.671878,2,1,494,3106,7.500000,17.611300,18300,no
44,BUY,0.648752,21:07:23.362205443,yes,7.350000,ask1,100,00:00:00.000037201,0.564474,1.771561,0.671878,2,1,500,3100,7.500000,17.600000,18200,no
45,BUY,0.951974,21:07:23.362205443,yes,7.350000,ask1,100,00:00:00.000035274,0.620921,1.610510,0.671878,2,1,503,3097,7.500000,17.693800,18100,no
46,BUY,0.740361,21:07:23.362205443,yes,7.350000,ask1,100,00:00:00.000038594,0.683013,1.464100,0.671878,2,1,508,3092,7.500000,17.716500,18000,no
47,BUY,0.908027,21:07:23.362205443,yes,7.350000,ask1,100,00:00:00.000040538,0.751315,1.331000,0.671878,2,1,512,3088,7.500000,17.773400,17900,no
48,BUY,0.791565,21:07:23.362205443,yes,7.350000,ask1,100,00:00:00.000036306,0.826446,1.210000,0.671878,2,1,516,3084,7.500000,17.635600,17900,no
49,BUY,0.970501,21:07:23.362205443,yes,7.350000,ask1,100,00:00:00.000036391,0.909091,1.100000,0.671878,2,1,521,3079,7.500000,17.850200,17700,no
50,BUY,0.322592,21:07:23.362205443,no,-,-,-,-,1.000000,1.000000,0.671878,2,1,526,3074,7.500000,17.680600,17700,no
