轮数,方向,预测值,算法开始时间,是否下单,下单价格,档位,下单量,下单耗时(从预测到下单),r1,r2,std,freq,qty_scalar,经过时间,剩余时间,目标速度,实际速度,剩余量,是否为最后一轮
1,SELL,0.023573,21:07:23.360020680,no,-,-,-,-,0.909091,1.100000,0.610812,2,1,332,3268,6.250000,0.000000,22500,no
2,SELL,0.639901,21:07:23.360020680,no,-,-,-,-,0.826446,1.210000,0.610812,2,1,335,3265,6.250000,0.000000,22500,no
3,SELL,0.490226,21:07:23.360020680,no,-,-,-,-,0.751315,1.331000,0.610812,2,1,339,3261,6.250000,0.000000,22500,no
4,SELL,0.391532,21:07:23.360020680,no,-,-,-,-,0.683013,1.464100,0.610812,2,1,343,3257,6.250000,0.000000,22500,no
5,SELL,-0.463379,21:07:23.360020680,yes,11.459900,bid1,100,00:00:00.000035663,0.620921,1.610510,0.610812,2,1,347,3253,6.250000,0.288100,22400,no
6,SELL,-0.297235,21:07:23.360020680,no,-,-,-,-,0.564474,1.771561,0.610812,2,1,350,3250,6.250000,0.285700,22400,no
7,SELL,0.076485,21:07:23.360020680,no,-,-,-,-,0.513158,1.948717,0.610812,2,1,355,3245,6.250000,0.281600,22400,no
8,SELL,0.779132,21:07:23.360020680,no,-,-,-,-,0.466507,2.143589,0.610812,2,1,359,3241,6.250000,0.278500,22400,no
9,SELL,0.002415,21:07:23.360020680,no,-,-,-,-,0.424098,2.357948,0.610812,2,1,362,3238,6.250000,0.276200,22400,no
10,SELL,-0.215524,21:07:23.360020680,no,-,-,-,-,0.385543,2.593742,0.610812,2,1,366,3234,6.250000,0.273200,22400,no
11,SELL,0.410770,21:07:23.360020680,no,-,-,-,-,0.350494,2.853117,0.610812,2,1,369,3231,6.250000,0.271000,22400,no
12,SELL,0.223137,21:07:23.360020680,no,-,-,-,-,0.318631,3.138428,0.610812,2,1,373,3227,6.250000,0.268000,22400,no
13,SELL,0.462671,21:07:23.360020680,no,-,-,-,-,0.289664,3.452271,0.610812,2,1,376,3224,6.250000,0.265900,22400,no
14,SELL,0.244620,21:07:23.360020680,no,-,-,-,-,0.263331,3.797498,0.610812,2,1,381,3219,6.250000,0.262400,22400,no
15,SELL,0.359062,21:07:23.360020680,no,-,-,-,-,0.239392,4.177248,0.610812,2,1,383,3217,6.250000,0.261000,22400,no
16,SELL,-0.111373,21:07:23.360020680,no,-,-,-,-,0.217629,4.594973,0.610812,2,1,387,3213,6.250000,0.258300,22400,no
17,SELL,0.020031,21:07:23.360020680,no,-,-,-,-,0.197845,5.054470,0.610812,2,1,392,3208,6.250000,0.255100,22400,no
18,SELL,0.258257,21:07:23.360020680,no,-,-,-,-,0.179859,5.559917,0.610812,2,1,396,3204,6.250000,0.252500,22400,no
19,SELL,-0.011191,21:07:23.360020680,no,-,-,-,-,0.163508,6.115909,0.610812,2,1,398,3202,6.250000,0.251200,22400,no
20,SELL,-0.023158,21:07:23.360020680,no,-,-,-,-,0.148644,6.727500,0.610812,2,1,402,3198,6.250000,0.248700,22400,no
21,SELL,0.111833,21:07:23.360020680,no,-,-,-,-,0.135131,7.400250,0.610812,2,1,406,3194,6.250000,0.246300,22400,no
22,SELL,-0.031881,21:07:23.360020680,no,-,-,-,-,0.122846,8.140275,0.610812,2,1,412,3188,6.250000,0.242700,22400,no
23,SELL,-0.176365,21:07:23.360020680,yes,11.459900,bid1,800,00:00:00.000036791,0.111678,8.954302,0.610812,2,1,416,3184,6.250000,2.163400,21600,no
24,SELL,0.292230,21:07:23.360020680,no,-,-,-,-,0.101526,9.849733,0.610812,2,1,421,3179,6.250000,2.137700,21600,no
25,SELL,0.518710,21:07:23.360020680,no,-,-,-,-,0.100000,10.000000,0.610812,2,1,426,3174,6.250000,2.112600,21600,no
26,SELL,0.357158,21:07:23.360020680,no,-,-,-,-,0.100000,10.000000,0.610812,2,1,431,3169,6.250000,2.088100,21600,no
27,SELL,-0.047758,21:07:23.360020680,no,-,-,-,-,0.100000,10.000000,0.610812,2,1,437,3163,6.250000,2.059400,21600,no
28,SELL,-0.223292,21:07:23.360020680,yes,11.450000,bid1,1000,00:00:00.000035296,0.100000,10.000000,0.610812,2,1,440,3160,6.250000,4.318100,20600,no
29,SELL,-0.296944,21:07:23.360020680,yes,11.450000,bid1,1000,00:00:00.000036920,0.100000,10.000000,0.610812,2,1,444,3156,6.250000,6.531500,19600,no
30,SELL,-0.224078,21:07:23.360020680,yes,11.450000,bid1,1000,00:00:00.000037249,0.100000,10.000000,0.610812,2,1,447,3153,6.250000,8.724800,18600,no
31,SELL,-0.255573,21:07:23.360020680,yes,11.450000,bid1,1000,00:00:00.000036882,0.100000,10.000000,0.610812,2,1,451,3149,6.250000,10.864700,17600,no
32,SELL,-0.413792,21:07:23.360020680,yes,11.450000,bid1,1000,00:00:00.000040777,0.100000,10.000000,0.610812,2,1,456,3144,6.250000,12.938500,16600,no
33,SELL,-0.492073,21:07:23.360020680,yes,11.450000,bid1,900,00:00:00.000045738,0.110000,9.090909,0.610812,2,1,460,3140,6.250000,14.782600,15700,no
34,SELL,-0.144883,21:07:23.360020680,yes,11.450000,bid1,800,00:00:00.000041201,0.121000,8.264463,0.610812,2,1,464,3136,6.250000,16.379300,14900,no
35,SELL,-0.143056,21:07:23.360020680,yes,11.450000,bid1,700,00:00:00.000035546,0.133100,7.513148,0.610812,2,1,466,3134,6.250000,17.811100,14200,no
36,SELL,-0.370930,21:07:23.360020680,yes,11.450000,bid1,600,00:00:00.000039143,0.146410,6.830135,0.610812,2,1,470,3130,6.250000,18.936100,13600,no
37,SELL,0.769761,21:07:23.360020680,no,-,-,-,-,0.161051,6.209213,0.610812,2,1,474,3126,6.250000,18.776300,13600,no
38,SELL,-0.098870,21:07:23.360020680,no,-,-,-,-,0.177156,5.644739,0.610812,2,1,479,3121,6.250000,18.580300,13600,no
39,SELL,0.381873,21:07:23.360020680,no,-,-,-,-,0.194872,5.131581,0.610812,2,1,482,3118,6.250000,18.464700,13600,no
40,SELL,0.455681,21:07:23.360020680,no,-,-,-,-,0.214359,4.665074,0.610812,2,1,487,3113,6.250000,18.275100,13600,no
41,SELL,0.314588,21:07:23.360020680,no,-,-,-,-,0.235795,4.240976,0.610812,2,1,490,3110,6.250000,18.163200,13600,no
42,SELL,0.302846,21:07:23.360020680,no,-,-,-,-,0.259374,3.855433,0.610812,2,1,494,3106,6.250000,18.016100,13600,no
43,SELL,0.152063,21:07:23.360020680,no,-,-,-,-,0.285312,3.504939,0.610812,2,1,501,3099,6.250000,17.764400,13600,no
44,SELL,0.720884,21:07:23.360020680,no,-,-,-,-,0.313843,3.186308,0.610812,2,1,504,3096,6.250000,17.658700,13600,no
45,SELL,0.539670,21:07:23.360020680,no,-,-,-,-,0.345227,2.896644,0.610812,2,1,508,3092,6.250000,17.519600,13600,no
46,SELL,0.509387,21:07:23.360020680,no,-,-,-,-,0.379750,2.633313,0.610812,2,1,512,3088,6.250000,17.382800,13600,no
47,SELL,0.497199,21:07:23.360020680,no,-,-,-,-,0.417725,2.393920,0.610812,2,1,517,3083,6.250000,17.214700,13600,no
48,SELL,0.420684,21:07:23.360020680,no,-,-,-,-,0.459497,2.176291,0.610812,2,1,521,3079,6.250000,17.082500,13600,no
49,SELL,0.251226,21:07:23.360020680,no,-,-,-,-,0.505447,1.978447,0.610812,2,1,526,3074,6.250000,16.920100,13600,no
50,SELL,0.223918,21:07:23.360020680,no,-,-,-,-,0.555992,1.798588,0.610812,2,1,529,3071,6.250000,16.824100,13600,no
