轮数,方向,预测值,算法开始时间,是否下单,下单价格,档位,下单量,下单耗时(从预测到下单),r1,r2,std,freq,qty_scalar,经过时间,剩余时间,目标速度,实际速度,剩余量,是否为最后一轮
1,BUY,0.650966,21:07:23.345293001,no,-,-,-,-,0.909091,1.100000,0.880262,2,1,334,3266,10.000000,0.000000,36000,no
2,BUY,0.686423,21:07:23.345293001,no,-,-,-,-,0.826446,1.210000,0.880262,2,1,338,3262,10.000000,0.000000,36000,no
3,BUY,1.453409,21:07:23.345293001,yes,16.540000,ask1,100,00:00:00.000039596,0.751315,1.331000,0.880262,2,1,343,3257,10.000000,0.291500,35900,no
4,BUY,1.184431,21:07:23.345293001,yes,16.540000,ask1,100,00:00:00.000035360,0.683013,1.464100,0.880262,2,1,348,3252,10.000000,0.574700,35800,no
5,BUY,0.380905,21:07:23.345293001,no,-,-,-,-,0.620921,1.610510,0.880262,2,1,353,3247,10.000000,0.566500,35800,no
6,BUY,0.826859,21:07:23.345293001,yes,16.540000,ask1,100,00:00:00.000033533,0.564474,1.771561,0.880262,2,1,359,3241,10.000000,0.835600,35700,no
7,BUY,1.121937,21:07:23.345293001,yes,16.540000,ask1,100,00:00:00.000034446,0.513158,1.948717,0.880262,2,1,362,3238,10.000000,0.828700,35700,no
8,BUY,1.619570,21:07:23.345293001,yes,16.540000,ask1,200,00:00:00.000059408,0.466507,2.143589,0.880262,2,1,367,3233,10.000000,1.089900,35600,no
9,BUY,1.355793,21:07:23.345293001,yes,16.540000,ask1,200,00:00:00.000036226,0.424098,2.357948,0.880262,2,1,371,3229,10.000000,2.156300,35200,no
10,BUY,0.825689,21:07:23.345293001,yes,16.540000,ask1,200,00:00:00.000034245,0.385543,2.593742,0.880262,2,1,376,3224,10.000000,2.127600,35200,no
11,BUY,0.523694,21:07:23.345293001,yes,16.530000,ask1,200,00:00:00.000035416,0.350494,2.853117,0.880262,2,1,381,3219,10.000000,2.624600,35000,no
12,BUY,-0.092078,21:07:23.345293001,no,-,-,-,-,0.318631,3.138428,0.880262,2,1,386,3214,10.000000,3.108800,34800,no
13,BUY,-0.051217,21:07:23.345293001,no,-,-,-,-,0.289664,3.452271,0.880262,2,1,392,3208,10.000000,3.061200,34800,no
14,BUY,0.347960,21:07:23.345293001,yes,16.530000,ask1,300,00:00:00.000036515,0.263331,3.797498,0.880262,2,1,397,3203,10.000000,3.778300,34500,no
15,BUY,0.468447,21:07:23.345293001,yes,16.530000,ask1,400,00:00:00.000035474,0.239392,4.177248,0.880262,2,1,402,3198,10.000000,4.726300,34100,no
16,BUY,0.186628,21:07:23.345293001,no,-,-,-,-,0.217629,4.594973,0.880262,2,1,408,3192,10.000000,4.656800,34100,no
17,BUY,0.386513,21:07:23.345293001,yes,16.530000,ask1,500,00:00:00.000035631,0.197845,5.054470,0.880262,2,1,411,3189,10.000000,5.839400,33600,no
18,BUY,1.005002,21:07:23.345293001,yes,16.530000,ask1,500,00:00:00.000036056,0.179859,5.559917,0.880262,2,1,414,3186,10.000000,5.797100,33600,no
19,BUY,0.782176,21:07:23.345293001,yes,16.530000,ask1,600,00:00:00.000035650,0.163508,6.115909,0.880262,2,1,419,3181,10.000000,8.353200,32500,no
20,BUY,0.795381,21:07:23.345293001,yes,16.530000,ask1,600,00:00:00.000035974,0.148644,6.727500,0.880262,2,1,424,3176,10.000000,9.669800,31900,no
21,BUY,0.965038,21:07:23.345293001,yes,16.530000,ask1,700,00:00:00.000034351,0.135131,7.400250,0.880262,2,1,428,3172,10.000000,9.579400,31900,no
22,BUY,1.552182,21:07:23.345293001,yes,16.530000,ask1,700,00:00:00.000036062,0.135131,7.400250,0.880262,2,1,433,3167,10.000000,11.085400,31200,no
23,BUY,1.140299,21:07:23.345293001,yes,16.530000,ask1,700,00:00:00.000036430,0.135131,7.400250,0.880262,2,1,438,3162,10.000000,12.557000,30500,no
24,BUY,1.564027,21:07:23.345293001,yes,16.530000,ask1,700,00:00:00.000035731,0.135131,7.400250,0.880262,2,1,443,3157,10.000000,13.995400,29800,no
25,BUY,1.429964,21:07:23.345293001,yes,16.530000,ask1,700,00:00:00.000036052,0.135131,7.400250,0.880262,2,1,447,3153,10.000000,15.436200,29100,no
26,BUY,1.373603,21:07:23.345293001,yes,16.530000,ask1,700,00:00:00.000035163,0.135131,7.400250,0.880262,2,1,451,3149,10.000000,16.851400,28400,no
27,BUY,1.298421,21:07:23.345293001,yes,16.530000,ask1,700,00:00:00.000037897,0.135131,7.400250,0.880262,2,1,458,3142,10.000000,18.122200,27700,no
28,BUY,1.224792,21:07:23.345293001,yes,16.540000,ask1,700,00:00:00.000035757,0.135131,7.400250,0.880262,2,1,463,3137,10.000000,19.438400,27000,no
29,BUY,1.123904,21:07:23.345293001,yes,16.540000,ask1,600,00:00:00.000036849,0.148644,6.727500,0.880262,2,1,466,3134,10.000000,20.815400,26300,no
30,BUY,1.072781,21:07:23.345293001,yes,16.540000,ask1,600,00:00:00.000041731,0.163508,6.115909,0.880262,2,1,471,3129,10.000000,23.142200,25100,no
31,BUY,0.394596,21:07:23.345293001,yes,16.540000,ask1,500,00:00:00.000056691,0.179859,5.559917,0.880262,2,1,475,3125,10.000000,22.947300,25100,no
32,BUY,0.240309,21:07:23.345293001,yes,16.540000,ask1,500,00:00:00.000038039,0.197845,5.054470,0.880262,2,1,480,3120,10.000000,23.750000,24600,no
33,BUY,0.436663,21:07:23.345293001,yes,16.540000,ask1,400,00:00:00.000035588,0.217629,4.594973,0.880262,2,1,485,3115,10.000000,25.360800,23700,no
34,BUY,0.582374,21:07:23.345293001,yes,16.540000,ask1,400,00:00:00.000035487,0.239392,4.177248,0.880262,2,1,489,3111,10.000000,25.971300,23300,no
35,BUY,0.225362,21:07:23.345293001,no,-,-,-,-,0.263331,3.797498,0.880262,2,1,495,3105,10.000000,25.656500,23300,no
36,BUY,0.153455,21:07:23.345293001,no,-,-,-,-,0.289664,3.452271,0.880262,2,1,501,3099,10.000000,25.349300,23300,no
37,BUY,0.710914,21:07:23.345293001,yes,16.540000,ask1,300,00:00:00.000034717,0.318631,3.138428,0.880262,2,1,505,3095,10.000000,25.742500,23000,no
38,BUY,0.446418,21:07:23.345293001,yes,16.580000,ask1,200,00:00:00.000035834,0.350494,2.853117,0.880262,2,1,508,3092,10.000000,25.590500,23000,no
39,BUY,-0.128796,21:07:23.345293001,no,-,-,-,-,0.385543,2.593742,0.880262,2,1,514,3086,10.000000,25.680900,22800,no
40,BUY,0.078820,21:07:23.345293001,no,-,-,-,-,0.424098,2.357948,0.880262,2,1,519,3081,10.000000,25.433500,22800,no
41,BUY,-0.161849,21:07:23.345293001,no,-,-,-,-,0.466507,2.143589,0.880262,2,1,523,3077,10.000000,25.239000,22800,no
42,BUY,-0.108704,21:07:23.345293001,no,-,-,-,-,0.513158,1.948717,0.880262,2,1,528,3072,10.000000,25.000000,22800,no
43,BUY,-0.011289,21:07:23.345293001,no,-,-,-,-,0.564474,1.771561,0.880262,2,1,533,3067,10.000000,24.765400,22800,no
44,BUY,-0.332739,21:07:23.345293001,no,-,-,-,-,0.620921,1.610510,0.880262,2,1,538,3062,10.000000,24.535300,22800,no
