轮数,方向,预测值,算法开始时间,是否下单,下单价格,档位,下单量,下单耗时(从预测到下单),r1,r2,std,freq,qty_scalar,经过时间,剩余时间,目标速度,实际速度,剩余量,是否为最后一轮
1,SELL,-0.684358,21:07:23.357840920,no,-,-,-,-,0.909091,1.100000,0.809065,2,1,332,3268,1.250000,0.000000,4500,no
2,SELL,-1.388323,21:07:23.357840920,yes,56.970000,bid1,100,00:00:00.000037206,0.826446,1.210000,0.809065,2,1,335,3265,1.250000,0.298500,4400,no
3,SELL,-0.945704,21:07:23.357840920,yes,56.970000,bid1,100,00:00:00.000036733,0.751315,1.331000,0.809065,2,1,338,3262,1.250000,0.591700,4300,no
4,SELL,-0.116358,21:07:23.357840920,no,-,-,-,-,0.683013,1.464100,0.809065,2,1,342,3258,1.250000,0.584700,4300,no
5,SELL,-0.164290,21:07:23.357840920,no,-,-,-,-,0.620921,1.610510,0.809065,2,1,346,3254,1.250000,0.578000,4300,no
6,SELL,0.022219,21:07:23.357840920,no,-,-,-,-,0.564474,1.771561,0.809065,2,1,350,3250,1.250000,0.571400,4300,no
7,SELL,0.272648,21:07:23.357840920,no,-,-,-,-,0.513158,1.948717,0.809065,2,1,354,3246,1.250000,0.564900,4300,no
8,SELL,0.354716,21:07:23.357840920,no,-,-,-,-,0.466507,2.143589,0.809065,2,1,359,3241,1.250000,0.557100,4300,no
9,SELL,0.187277,21:07:23.357840920,no,-,-,-,-,0.424098,2.357948,0.809065,2,1,362,3238,1.250000,0.552400,4300,no
10,SELL,-0.274581,21:07:23.357840920,no,-,-,-,-,0.385543,2.593742,0.809065,2,1,366,3234,1.250000,0.546400,4300,no
11,SELL,0.435295,21:07:23.357840920,no,-,-,-,-,0.350494,2.853117,0.809065,2,1,369,3231,1.250000,0.542000,4300,no
12,SELL,0.333175,21:07:23.357840920,no,-,-,-,-,0.318631,3.138428,0.809065,2,1,372,3228,1.250000,0.537600,4300,no
13,SELL,0.684502,21:07:23.357840920,no,-,-,-,-,0.289664,3.452271,0.809065,2,1,376,3224,1.250000,0.531900,4300,no
14,SELL,0.412589,21:07:23.357840920,no,-,-,-,-,0.263331,3.797498,0.809065,2,1,380,3220,1.250000,0.526300,4300,no
15,SELL,0.629763,21:07:23.357840920,no,-,-,-,-,0.239392,4.177248,0.809065,2,1,382,3218,1.250000,0.523500,4300,no
16,SELL,0.565871,21:07:23.357840920,no,-,-,-,-,0.217629,4.594973,0.809065,2,1,386,3214,1.250000,0.518100,4300,no
17,SELL,0.394506,21:07:23.357840920,no,-,-,-,-,0.197845,5.054470,0.809065,2,1,392,3208,1.250000,0.510200,4300,no
18,SELL,0.075139,21:07:23.357840920,no,-,-,-,-,0.179859,5.559917,0.809065,2,1,396,3204,1.250000,0.505000,4300,no
19,SELL,0.124651,21:07:23.357840920,no,-,-,-,-,0.163508,6.115909,0.809065,2,1,398,3202,1.250000,0.502500,4300,no
20,SELL,0.165420,21:07:23.357840920,no,-,-,-,-,0.148644,6.727500,0.809065,2,1,402,3198,1.250000,0.497500,4300,no
21,SELL,-0.214883,21:07:23.357840920,yes,57.130000,bid1,700,00:00:00.000035619,0.135131,7.400250,0.809065,2,1,406,3194,1.250000,2.216700,3600,no
22,SELL,-0.318310,21:07:23.357840920,yes,57.150000,bid1,700,00:00:00.000036260,0.135131,7.400250,0.809065,2,1,409,3191,1.250000,3.911900,2900,no
23,SELL,0.447621,21:07:23.357840920,no,-,-,-,-,0.148644,6.727500,0.809065,2,1,411,3189,1.250000,3.892900,2900,no
24,SELL,0.301756,21:07:23.357840920,no,-,-,-,-,0.163508,6.115909,0.809065,2,1,415,3185,1.250000,3.855400,2900,no
25,SELL,0.535300,21:07:23.357840920,no,-,-,-,-,0.179859,5.559917,0.809065,2,1,421,3179,1.250000,3.800400,2900,no
26,SELL,0.353927,21:07:23.357840920,no,-,-,-,-,0.197845,5.054470,0.809065,2,1,425,3175,1.250000,3.764700,2900,no
27,SELL,0.410284,21:07:23.357840920,no,-,-,-,-,0.217629,4.594973,0.809065,2,1,430,3170,1.250000,3.720900,2900,no
28,SELL,-0.103641,21:07:23.357840920,no,-,-,-,-,0.239392,4.177248,0.809065,2,1,436,3164,1.250000,3.669700,2900,no
29,SELL,-0.682606,21:07:23.357840920,yes,57.200000,bid1,300,00:00:00.000035880,0.263331,3.797498,0.809065,2,1,440,3160,1.250000,4.318100,2600,no
30,SELL,-0.109548,21:07:23.357840920,no,-,-,-,-,0.289664,3.452271,0.809065,2,1,444,3156,1.250000,4.279200,2600,no
31,SELL,-0.434009,21:07:23.357840920,yes,57.200000,bid1,300,00:00:00.000036380,0.318631,3.138428,0.809065,2,1,447,3153,1.250000,4.921700,2300,no
32,SELL,-0.229133,21:07:23.357840920,no,-,-,-,-,0.350494,2.853117,0.809065,2,1,451,3149,1.250000,4.878000,2300,no
33,SELL,-0.675901,21:07:23.357840920,yes,57.200000,bid1,200,00:00:00.000037023,0.385543,2.593742,0.809065,2,1,456,3144,1.250000,5.263100,2100,no
34,SELL,-0.420115,21:07:23.357840920,yes,57.180000,bid1,200,00:00:00.000036616,0.424098,2.357948,0.809065,2,1,459,3141,1.250000,5.664400,1900,no
35,SELL,-0.351580,21:07:23.357840920,no,-,-,-,-,0.466507,2.143589,0.809065,2,1,464,3136,1.250000,5.603400,1900,no
36,SELL,-0.022006,21:07:23.357840920,no,-,-,-,-,0.513158,1.948717,0.809065,2,1,466,3134,1.250000,5.579300,1900,no
37,SELL,0.191799,21:07:23.357840920,no,-,-,-,-,0.564474,1.771561,0.809065,2,1,470,3130,1.250000,5.531900,1900,no
