轮数,方向,预测值,算法开始时间,是否下单,下单价格,档位,下单量,下单耗时(从预测到下单),r1,r2,std,freq,qty_scalar,经过时间,剩余时间,目标速度,实际速度,剩余量,是否为最后一轮
1,BUY,0.398234,21:07:23.343248341,no,-,-,-,-,0.909091,1.100000,1.084503,2,1,333,3267,3.750000,0.000000,13500,no
2,BUY,0.331639,21:07:23.343248341,no,-,-,-,-,0.826446,1.210000,1.084503,2,1,337,3263,3.750000,0.000000,13500,no
3,BUY,0.078407,21:07:23.343248341,no,-,-,-,-,0.751315,1.331000,1.084503,2,1,342,3258,3.750000,0.000000,13500,no
4,BUY,0.557525,21:07:23.343248341,no,-,-,-,-,0.683013,1.464100,1.084503,2,1,348,3252,3.750000,0.000000,13500,no
5,BUY,0.396655,21:07:23.343248341,no,-,-,-,-,0.620921,1.610510,1.084503,2,1,352,3248,3.750000,0.000000,13500,no
6,BUY,0.144630,21:07:23.343248341,no,-,-,-,-,0.564474,1.771561,1.084503,2,1,358,3242,3.750000,0.000000,13500,no
7,BUY,0.232172,21:07:23.343248341,no,-,-,-,-,0.513158,1.948717,1.084503,2,1,361,3239,3.750000,0.000000,13500,no
8,BUY,0.092717,21:07:23.343248341,no,-,-,-,-,0.466507,2.143589,1.084503,2,1,365,3235,3.750000,0.000000,13500,no
9,BUY,-0.066240,21:07:23.343248341,no,-,-,-,-,0.424098,2.357948,1.084503,2,1,370,3230,3.750000,0.000000,13500,no
10,BUY,-0.045251,21:07:23.343248341,no,-,-,-,-,0.385543,2.593742,1.084503,2,1,375,3225,3.750000,0.000000,13500,no
11,BUY,-0.017664,21:07:23.343248341,no,-,-,-,-,0.350494,2.853117,1.084503,2,1,380,3220,3.750000,0.000000,13500,no
12,BUY,0.078689,21:07:23.343248341,no,-,-,-,-,0.318631,3.138428,1.084503,2,1,385,3215,3.750000,0.000000,13500,no
13,BUY,0.125269,21:07:23.343248341,no,-,-,-,-,0.289664,3.452271,1.084503,2,1,392,3208,3.750000,0.000000,13500,no
14,BUY,0.002918,21:07:23.343248341,no,-,-,-,-,0.263331,3.797498,1.084503,2,1,397,3203,3.750000,0.000000,13500,no
15,BUY,-0.016330,21:07:23.343248341,no,-,-,-,-,0.239392,4.177248,1.084503,2,1,401,3199,3.750000,0.000000,13500,no
16,BUY,0.109855,21:07:23.343248341,no,-,-,-,-,0.217629,4.594973,1.084503,2,1,406,3194,3.750000,0.000000,13500,no
17,BUY,0.061994,21:07:23.343248341,no,-,-,-,-,0.197845,5.054470,1.084503,2,1,410,3190,3.750000,0.000000,13500,no
18,BUY,0.063813,21:07:23.343248341,no,-,-,-,-,0.179859,5.559917,1.084503,2,1,413,3187,3.750000,0.000000,13500,no
19,BUY,-0.207539,21:07:23.343248341,no,-,-,-,-,0.163508,6.115909,1.084503,2,1,418,3182,3.750000,0.000000,13500,no
20,BUY,-0.189208,21:07:23.343248341,no,-,-,-,-,0.148644,6.727500,1.084503,2,1,423,3177,3.750000,0.000000,13500,no
21,BUY,-0.058881,21:07:23.343248341,no,-,-,-,-,0.135131,7.400250,1.084503,2,1,427,3173,3.750000,0.000000,13500,no
22,BUY,-0.338423,21:07:23.343248341,no,-,-,-,-,0.122846,8.140275,1.084503,2,1,432,3168,3.750000,0.000000,13500,no
23,BUY,-0.444462,21:07:23.343248341,no,-,-,-,-,0.111678,8.954302,1.084503,2,1,438,3162,3.750000,0.000000,13500,no
24,BUY,-0.228074,21:07:23.343248341,no,-,-,-,-,0.101526,9.849733,1.084503,2,1,443,3157,3.750000,0.000000,13500,no
25,BUY,0.040947,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,446,3154,3.750000,0.000000,13500,no
26,BUY,-0.172052,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,451,3149,3.750000,0.000000,13500,no
27,BUY,0.059820,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,457,3143,3.750000,0.000000,13500,no
28,BUY,0.008692,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,463,3137,3.750000,0.000000,13500,no
29,BUY,-0.213731,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,465,3135,3.750000,0.000000,13500,no
30,BUY,-0.030813,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,469,3131,3.750000,0.000000,13500,no
31,BUY,-0.007204,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,474,3126,3.750000,0.000000,13500,no
32,BUY,0.005785,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,480,3120,3.750000,0.000000,13500,no
33,BUY,0.330771,21:07:23.343248341,yes,3.740000,ask1,1000,00:00:00.000035374,0.100000,10.000000,1.084503,2,1,485,3115,3.750000,2.061800,12500,no
34,BUY,0.219512,21:07:23.343248341,yes,3.740000,ask1,1000,00:00:00.000037889,0.100000,10.000000,1.084503,2,1,488,3112,3.750000,2.049100,12500,no
35,BUY,-0.205541,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,493,3107,3.750000,4.056700,11500,no
36,BUY,-0.376387,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,499,3101,3.750000,4.008000,11500,no
37,BUY,0.023465,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,503,3097,3.750000,3.976100,11500,no
38,BUY,-0.252946,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,508,3092,3.750000,3.937000,11500,no
39,BUY,-0.127167,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,512,3088,3.750000,3.906200,11500,no
40,BUY,-0.538141,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,518,3082,3.750000,3.861000,11500,no
41,BUY,-0.307779,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,523,3077,3.750000,3.824000,11500,no
42,BUY,-0.476945,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,528,3072,3.750000,3.787800,11500,no
43,BUY,-0.155136,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,532,3068,3.750000,3.759300,11500,no
44,BUY,-0.181318,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,537,3063,3.750000,3.724300,11500,no
45,BUY,-0.418623,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,543,3057,3.750000,3.683200,11500,no
46,BUY,-0.574759,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,548,3052,3.750000,3.649600,11500,no
47,BUY,-0.496841,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,554,3046,3.750000,3.610100,11500,no
48,BUY,-0.561312,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,557,3043,3.750000,3.590600,11500,no
49,BUY,-0.364966,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,563,3037,3.750000,3.552300,11500,no
50,BUY,-0.263276,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,569,3031,3.750000,3.514900,11500,no
51,BUY,-0.349333,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,574,3026,3.750000,3.484300,11500,no
52,BUY,-0.288583,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,577,3023,3.750000,3.466200,11500,no
53,BUY,-0.411668,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,583,3017,3.750000,3.430500,11500,no
54,BUY,-0.378733,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,586,3014,3.750000,3.412900,11500,no
55,BUY,-0.239434,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,593,3007,3.750000,3.372600,11500,no
56,BUY,0.021156,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,597,3003,3.750000,3.350000,11500,no
57,BUY,-0.038865,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,604,2996,3.750000,3.311200,11500,no
58,BUY,-0.190772,21:07:23.343248341,no,-,-,-,-,0.100000,10.000000,1.084503,2,1,608,2992,3.750000,3.289400,11500,no
59,BUY,0.250039,21:07:23.343248341,yes,3.740000,ask1,1000,00:00:00.000037171,0.100000,10.000000,1.084503,2,1,613,2987,3.750000,4.893900,10500,no
