300363,7500.0
600499,16700.0
002555,13600.0
002597,5800.0
600863,66700.0
000625,12700.0
300233,8000.0
002821,800.0
000796,36400.0
002865,2100.0
600160,15900.0
600438,3600.0
600188,5200.0
600995,12900.0
002352,3600.0
603619,9300.0
002878,10200.0
601933,43900.0
601238,11000.0
002545,15300.0
000402,29000.0
002466,1400.0
300170,18500.0
002240,2800.0
603906,4300.0
002041,7400.0
002120,9300.0
002468,13500.0
300398,6700.0
300390,1900.0
000543,36900.0
600392,6900.0
000553,11700.0
002091,12900.0
002756,900.0
000893,3900.0
601857,24600.0
600597,10300.0
002419,18700.0
600873,11700.0
600233,6400.0
300661,700.0
600007,8400.0
603599,4400.0
601668,20700.0
600875,7000.0
002180,2200.0
300551,12600.0
600639,8000.0
300130,8900.0
300346,3200.0
000935,4700.0
002182,4200.0
603308,6500.0
000983,7200.0
300457,3500.0
000762,1800.0
002562,15300.0
002032,1700.0
601872,15400.0
601390,14800.0
601138,9200.0
600426,3100.0
000408,2800.0
600929,10400.0
601186,10900.0
603882,1000.0
600018,13500.0
002943,1500.0
600486,600.0
300482,1900.0
601838,4700.0
000034,5000.0
000810,4800.0
000738,2600.0
600879,10800.0
603713,500.0
601717,4700.0
600273,6300.0
600867,6600.0
603259,700.0
600622,18800.0
002738,700.0
002643,3200.0
601958,7100.0
603098,1800.0
002371,200.0
300568,2200.0
601611,7300.0
603086,6400.0
000878,5200.0
603538,1900.0
300432,2800.0
300087,3500.0
002192,400.0
603236,300.0
300860,1200.0
600305,4500.0
002635,3400.0
002938,1800.0
600559,2000.0
002436,4600.0
600887,1300.0
002009,2700.0
000065,5900.0
600771,1400.0
601615,1600.0
002152,5200.0
601669,6000.0
300559,4800.0
002304,300.0
300393,2800.0
300438,800.0
600673,5100.0
600395,5100.0
600481,2800.0
600508,2400.0
603387,3100.0
002507,1300.0
300017,8100.0
601231,3100.0
600970,4400.0
601877,1200.0
600079,2600.0
600211,1000.0
002815,3100.0
002549,2300.0
002291,2000.0
000960,2400.0
300151,2100.0
300244,1200.0
300239,4800.0
000970,2100.0
600037,3800.0
601666,2500.0
601828,5800.0
002128,2400.0
600073,4300.0
002460,200.0
002932,500.0
300296,4800.0
601985,4800.0
300712,600.0
603078,1200.0
603392,200.0
603368,1900.0
002624,2200.0
600598,2100.0
601808,2200.0
601567,2500.0
000811,2800.0
603317,1100.0
600496,6400.0
300332,2600.0
300037,500.0
300118,1000.0
000848,2900.0
002081,5300.0
300308,900.0
002140,2600.0
601088,800.0
000729,2900.0
603919,800.0
300575,1300.0
300182,4900.0
605366,900.0
603993,4400.0
600547,1400.0
000568,100.0
600582,5200.0
600362,1300.0
002286,2100.0
000707,1400.0
603688,200.0
000937,2900.0
600737,2800.0
002191,2000.0
300001,1200.0
600118,1000.0
600372,1000.0
000888,2300.0
000968,1900.0
300418,1200.0
000799,100.0
600546,1000.0
000778,3900.0
601137,1100.0
300401,1100.0
605123,100.0
300902,500.0
600380,1500.0
603876,400.0
600332,600.0
600795,4500.0
603369,400.0
300369,1700.0
002805,300.0
000987,2400.0
002053,1300.0
002340,1800.0
300682,700.0
603323,3300.0
600315,400.0
002484,700.0
001914,900.0
600416,800.0
003032,1100.0
300171,500.0
300477,2000.0
002176,600.0
000881,1600.0
300005,1800.0
300630,400.0
002570,2900.0
000997,1100.0
002801,500.0
600588,600.0
300505,400.0
002010,2200.0
300801,500.0
300772,600.0
600580,1000.0
601898,1300.0
600383,1000.0
300142,300.0
300285,400.0
300260,300.0
002396,600.0
600908,2300.0
002422,700.0
002440,1600.0
002050,500.0
002019,900.0
002261,1900.0
002446,1800.0
300224,800.0
600859,500.0
002539,800.0
603198,200.0
601901,1800.0
600030,500.0
002873,700.0
600285,900.0
000988,500.0
002966,1900.0
600330,1000.0
300601,300.0
000682,1700.0
600765,400.0
601117,1200.0
603658,200.0
601969,1300.0
603456,200.0
002605,700.0
300231,1400.0
000333,200.0
002389,600.0
603987,600.0
002645,500.0
300773,500.0
600918,1300.0
300631,400.0
600389,200.0
600729,500.0
002258,400.0
600172,1100.0
002036,600.0
002398,1400.0
002459,100.0
601696,600.0
300083,700.0
603605,
300532,600.0
002475,200.0
605116,300.0
601187,1100.0
600449,500.0
601319,1300.0
603908,100.0
600141,100.0
600425,1500.0
002318,400.0
603668,300.0
300873,200.0
603565,300.0
600933,300.0
601677,200.0
000538,100.0
600151,400.0
603027,300.0
300604,100.0
600197,100.0
603883,100.0
600004,300.0
000977,100.0
300766,300.0
300861,
600452,300.0
603986,
600435,400.0
603026,
001979,300.0
002841,
601006,500.0
300474,
000767,800.0
000733,
603429,200.0
000603,200.0
600528,300.0
603826,
002216,100.0
603288,
002538,200.0
600893,100.0
300663,200.0
600109,300.0
600011,300.0
002497,100.0
002202,200.0
601952,100.0
600150,100.0
600971,300.0
000895,100.0
002867,100.0
600905,300.0
002244,200.0
300777,
600328,100.0
300253,200.0
600158,200.0
603179,
300702,100.0
603212,100.0
300639,100.0
600909,300.0
601658,300.0
300666,
300709,
000999,
600459,100.0
600054,100.0
600718,100.0
300240,100.0
002661,100.0
300827,
600295,100.0
002959,
002780,100.0
601336,
600693,200.0
603777,100.0
600110,100.0
601577,100.0
000021,100.0
603032,
601128,100.0
002324,
002025,
600497,100.0
002063,100.0
300820,
300887,
300813,
002368,
000966,100.0
300890,
601077,100.0
600284,
603305,
002960,
600587,
600888,
601528,
002897,
600629,
601007,
601606,
601156,
600705,
300967,
600210,
300009,
